redemption_id,order_id,promotion_id,discount_amount
RED-0000517,ORD-00002863,PROMO-0012,55.1
RED-0000518,ORD-00001210,PROMO-0008,9.5
RED-0000519,ORD-00002097,PROMO-0007,14.67
RED-0000520,ORD-00001253,PROMO-0025,57.42
RED-0000521,ORD-00000618,PROMO-0006,71.44
RED-0000522,ORD-00004048,PROMO-0015,57.07
RED-0000523,ORD-00004748,PROMO-0015,51.72
RED-0000524,ORD-00004625,PROMO-0021,48.38
RED-0000525,ORD-00002648,PROMO-0028,72.88
RED-0000526,ORD-00002590,PROMO-0005,34.1
RED-0000527,ORD-00003842,PROMO-0015,48.09
RED-0000528,ORD-00002251,PROMO-0019,6.1
RED-0000529,ORD-00004157,PROMO-0003,24.66
RED-0000530,ORD-00003703,PROMO-0002,6.15
RED-0000531,ORD-00002352,PROMO-0003,49.06
RED-0000532,ORD-00000740,PROMO-0020,45.37
RED-0000533,ORD-00003150,PROMO-0015,44.36
RED-0000534,ORD-00000337,PROMO-0015,68.36
RED-0000535,ORD-00004684,PROMO-0021,15.74
RED-0000536,ORD-00004957,PROMO-0016,38.6
RED-0000537,ORD-00000507,PROMO-0015,9.56
RED-0000538,ORD-00002814,PROMO-0023,8.16
RED-0000539,ORD-00001414,PROMO-0002,20.09
RED-0000540,ORD-00003587,PROMO-0015,40.26
RED-0000541,ORD-00004996,PROMO-0006,28.56
RED-0000542,ORD-00002318,PROMO-0013,31.84
RED-0000543,ORD-00002772,PROMO-0022,45.65
RED-0000544,ORD-00002742,PROMO-0003,26.07
RED-0000545,ORD-00004571,PROMO-0022,30.22
RED-0000546,ORD-00002065,PROMO-0024,64.16
RED-0000547,ORD-00004938,PROMO-0028,12.98
RED-0000548,ORD-00000668,PROMO-0019,50.44
RED-0000549,ORD-00002866,PROMO-0010,72.64
RED-0000550,ORD-00003211,PROMO-0005,45.44
RED-0000551,ORD-00000695,PROMO-0010,42.8
RED-0000552,ORD-00002691,PROMO-0027,11.33
RED-0000553,ORD-00004313,PROMO-0003,49.16
RED-0000554,ORD-00003469,PROMO-0017,28.41
RED-0000555,ORD-00002971,PROMO-0010,15.16
RED-0000556,ORD-00001755,PROMO-0011,71.18
RED-0000557,ORD-00003984,PROMO-0007,18.54
RED-0000558,ORD-00001127,PROMO-0005,7.63
RED-0000559,ORD-00000829,PROMO-0017,58.27
RED-0000560,ORD-00004314,PROMO-0002,50.32
RED-0000561,ORD-00001074,PROMO-0020,29.5
RED-0000562,ORD-00001330,PROMO-0006,62.69
RED-0000563,ORD-00001357,PROMO-0024,33.95
RED-0000564,ORD-00003366,PROMO-0012,51.37
RED-0000565,ORD-00001946,PROMO-0015,46.57
RED-0000566,ORD-00003678,PROMO-0008,40.98
RED-0000567,ORD-00002536,PROMO-0026,59.26
RED-0000568,ORD-00001590,PROMO-0012,51.52
RED-0000569,ORD-00004673,PROMO-0015,35.7
RED-0000570,ORD-00002309,PROMO-0025,29.88
RED-0000571,ORD-00004321,PROMO-0014,72.54
RED-0000572,ORD-00001636,PROMO-0026,46.14
RED-0000573,ORD-00002049,PROMO-0002,48.81
RED-0000574,ORD-00003041,PROMO-0018,70.2
RED-0000575,ORD-00004227,PROMO-0028,11.1
RED-0000576,ORD-00000688,PROMO-0025,13.7
RED-0000577,ORD-00003681,PROMO-0029,39.47
RED-0000578,ORD-00003584,PROMO-0003,71.09
RED-0000579,ORD-00001819,PROMO-0027,34.93
RED-0000580,ORD-00002864,PROMO-0030,3.95
RED-0000581,ORD-00000437,PROMO-0013,38.65
RED-0000582,ORD-00001932,PROMO-0013,74.6
RED-0000583,ORD-00003072,PROMO-0008,4.06
RED-0000584,ORD-00000812,PROMO-0027,54.17
RED-0000585,ORD-00002747,PROMO-0026,12.66
RED-0000586,ORD-00000314,PROMO-0010,68.97
RED-0000587,ORD-00003871,PROMO-0023,62.67
RED-0000588,ORD-00003843,PROMO-0015,46.92
RED-0000589,ORD-00000650,PROMO-0001,20.68
RED-0000590,ORD-00001225,PROMO-0018,70.64
RED-0000591,ORD-00004988,PROMO-0017,32.9
RED-0000592,ORD-00002361,PROMO-0008,23.98
RED-0000593,ORD-00000392,PROMO-0008,32.65
RED-0000594,ORD-00003745,PROMO-0003,10.09
RED-0000595,ORD-00004095,PROMO-0020,41.13
RED-0000596,ORD-00004222,PROMO-0019,19.66
RED-0000597,ORD-00001177,PROMO-0010,33.33
RED-0000598,ORD-00002891,PROMO-0008,43.66
RED-0000599,ORD-00001535,PROMO-0022,50.78
RED-0000600,ORD-00004289,PROMO-0012,6.94
RED-0000601,ORD-00004310,PROMO-0018,39.03
RED-0000602,ORD-00004159,PROMO-0018,3.48
RED-0000603,ORD-00003852,PROMO-0002,48.4
RED-0000604,ORD-00003059,PROMO-0009,56.55
RED-0000605,ORD-00002926,PROMO-0026,6.93
RED-0000606,ORD-00001976,PROMO-0024,49.97
RED-0000607,ORD-00000850,PROMO-0025,44.48
RED-0000608,ORD-00002724,PROMO-0005,5.24
RED-0000609,ORD-00004473,PROMO-0011,61.39
RED-0000610,ORD-00001435,PROMO-0027,58.88
RED-0000611,ORD-00003807,PROMO-0023,36.93
RED-0000612,ORD-00001494,PROMO-0026,11.84
RED-0000613,ORD-00003750,PROMO-0002,23.42
RED-0000614,ORD-00000359,PROMO-0026,16.56
RED-0000615,ORD-00000344,PROMO-0011,70.14
RED-0000616,ORD-00004223,PROMO-0013,74.21
RED-0000617,ORD-00004449,PROMO-0016,20.49
RED-0000618,ORD-00001566,PROMO-0010,28.06
RED-0000619,ORD-00000392,PROMO-0028,49.87
RED-0000620,ORD-00002239,PROMO-0004,60.35
RED-0000621,ORD-00003580,PROMO-0029,31.2
RED-0000622,ORD-00003603,PROMO-0029,71.82
RED-0000623,ORD-00002778,PROMO-0006,38.22
RED-0000624,ORD-00004076,PROMO-0012,69.47
RED-0000625,ORD-00004254,PROMO-0009,60.48
RED-0000626,ORD-00003478,PROMO-0003,33.43
RED-0000627,ORD-00001479,PROMO-0018,23.44
RED-0000628,ORD-00000841,PROMO-0003,25.94
RED-0000629,ORD-00002422,PROMO-0010,34.55
RED-0000630,ORD-00003491,PROMO-0006,52.35
RED-0000631,ORD-00002880,PROMO-0015,5.09
RED-0000632,ORD-00002889,PROMO-0020,74.86
RED-0000633,ORD-00002250,PROMO-0021,73.54
RED-0000634,ORD-00000470,PROMO-0003,51.0
RED-0000635,ORD-00003328,PROMO-0012,39.46
RED-0000636,ORD-00001311,PROMO-0001,12.42
RED-0000637,ORD-00004978,PROMO-0022,59.04
RED-0000638,ORD-00000286,PROMO-0005,6.91
RED-0000639,ORD-00003001,PROMO-0012,29.95
RED-0000640,ORD-00004647,PROMO-0002,46.17
RED-0000641,ORD-00003686,PROMO-0012,29.16
RED-0000642,ORD-00000630,PROMO-0019,12.05
RED-0000643,ORD-00003007,PROMO-0013,24.95
RED-0000644,ORD-00002284,PROMO-0008,72.12
RED-0000645,ORD-00000213,PROMO-0024,15.58
RED-0000646,ORD-00004242,PROMO-0013,68.69
RED-0000647,ORD-00000965,PROMO-0009,58.57
RED-0000648,ORD-00003656,PROMO-0007,74.73
RED-0000649,ORD-00002340,PROMO-0023,68.9
RED-0000650,ORD-00004024,PROMO-0007,10.95
RED-0000651,ORD-00000607,PROMO-0015,14.6
RED-0000652,ORD-00003647,PROMO-0003,61.17
RED-0000653,ORD-00002619,PROMO-0022,27.36
RED-0000654,ORD-00000532,PROMO-0018,41.58
RED-0000655,ORD-00002458,PROMO-0028,13.5
RED-0000656,ORD-00001427,PROMO-0026,28.39
RED-0000657,ORD-00001837,PROMO-0004,73.91
RED-0000658,ORD-00001138,PROMO-0008,59.7
RED-0000659,ORD-00000216,PROMO-0012,42.44
RED-0000660,ORD-00003023,PROMO-0015,60.67
RED-0000661,ORD-00004520,PROMO-0005,46.67
RED-0000662,ORD-00000707,PROMO-0003,24.58
RED-0000663,ORD-00003922,PROMO-0017,31.99
RED-0000664,ORD-00003355,PROMO-0027,43.97
RED-0000665,ORD-00001027,PROMO-0011,48.89
RED-0000666,ORD-00003687,PROMO-0015,51.65
RED-0000667,ORD-00002823,PROMO-0005,66.09
RED-0000668,ORD-00004517,PROMO-0021,44.91
RED-0000669,ORD-00001058,PROMO-0014,38.71
RED-0000670,ORD-00000454,PROMO-0027,11.06
RED-0000671,ORD-00001254,PROMO-0010,14.02
RED-0000672,ORD-00002644,PROMO-0030,53.78
RED-0000673,ORD-00002835,PROMO-0017,67.33
RED-0000674,ORD-00000647,PROMO-0009,16.33
RED-0000675,ORD-00004513,PROMO-0009,11.14
RED-0000676,ORD-00002481,PROMO-0020,40.94
RED-0000677,ORD-00004118,PROMO-0021,14.31
RED-0000678,ORD-00004757,PROMO-0005,14.5
RED-0000679,ORD-00004958,PROMO-0011,63.5
RED-0000680,ORD-00004618,PROMO-0002,62.24
RED-0000681,ORD-00000233,PROMO-0003,5.32
RED-0000682,ORD-00004725,PROMO-0009,49.53
RED-0000683,ORD-00004687,PROMO-0014,47.12
RED-0000684,ORD-00000249,PROMO-0016,66.9
RED-0000685,ORD-00004470,PROMO-0010,48.86
RED-0000686,ORD-00002475,PROMO-0016,19.88
RED-0000687,ORD-00003327,PROMO-0010,35.11
RED-0000688,ORD-00000491,PROMO-0006,34.09
RED-0000689,ORD-00003967,PROMO-0015,16.89
RED-0000690,ORD-00004970,PROMO-0005,24.82
RED-0000691,ORD-00002616,PROMO-0024,74.13
RED-0000692,ORD-00002830,PROMO-0013,11.55
RED-0000693,ORD-00003036,PROMO-0017,43.0
RED-0000694,ORD-00002615,PROMO-0008,36.05
RED-0000695,ORD-00002192,PROMO-0015,20.1
RED-0000696,ORD-00000794,PROMO-0002,23.19
RED-0000697,ORD-00003147,PROMO-0028,46.92
RED-0000698,ORD-00002034,PROMO-0028,67.87
RED-0000699,ORD-00002683,PROMO-0030,44.17
RED-0000700,ORD-00002562,PROMO-0007,57.71
RED-0000701,ORD-00004082,PROMO-0017,36.08
RED-0000702,ORD-00002528,PROMO-0016,3.69
RED-0000703,ORD-00003222,PROMO-0017,35.38
RED-0000704,ORD-00001973,PROMO-0007,44.58
RED-0000705,ORD-00000399,PROMO-0002,22.54
RED-0000706,ORD-00004895,PROMO-0029,63.53
RED-0000707,ORD-00003856,PROMO-0010,41.18
RED-0000708,ORD-00000881,PROMO-0014,11.78
RED-0000709,ORD-00002167,PROMO-0024,28.7
RED-0000710,ORD-00003304,PROMO-0012,5.3
RED-0000711,ORD-00000420,PROMO-0019,43.01
RED-0000712,ORD-00002970,PROMO-0018,23.07
RED-0000713,ORD-00003165,PROMO-0017,34.88
RED-0000714,ORD-00004505,PROMO-0009,62.25
RED-0000715,ORD-00000974,PROMO-0005,73.18
RED-0000716,ORD-00003227,PROMO-0012,60.03
RED-0000717,ORD-00002778,PROMO-0018,70.54
RED-0000718,ORD-00001182,PROMO-0007,45.98
RED-0000719,ORD-00003289,PROMO-0017,4.94
RED-0000720,ORD-00000319,PROMO-0005,54.09
RED-0000721,ORD-00003881,PROMO-0017,35.36
RED-0000722,ORD-00004967,PROMO-0029,39.63
RED-0000723,ORD-00002687,PROMO-0030,46.75
RED-0000724,ORD-00001332,PROMO-0013,74.31
RED-0000725,ORD-00002452,PROMO-0019,26.56
RED-0000726,ORD-00004176,PROMO-0018,37.76
RED-0000727,ORD-00004612,PROMO-0010,36.67
RED-0000728,ORD-00000137,PROMO-0012,26.18
RED-0000729,ORD-00000898,PROMO-0014,44.61
RED-0000730,ORD-00000219,PROMO-0020,36.65
RED-0000731,ORD-00004739,PROMO-0019,18.61
RED-0000732,ORD-00000421,PROMO-0019,37.07
RED-0000733,ORD-00004295,PROMO-0021,54.65
RED-0000734,ORD-00003115,PROMO-0005,61.98
RED-0000735,ORD-00001985,PROMO-0002,43.8
RED-0000736,ORD-00000901,PROMO-0007,3.38
RED-0000737,ORD-00002570,PROMO-0014,13.05
RED-0000738,ORD-00001671,PROMO-0014,38.63
RED-0000739,ORD-00003864,PROMO-0028,63.93
RED-0000740,ORD-00000511,PROMO-0023,12.08
RED-0000741,ORD-00001699,PROMO-0018,25.73
RED-0000742,ORD-00003919,PROMO-0017,29.51
RED-0000743,ORD-00001419,PROMO-0015,68.59
RED-0000744,ORD-00002805,PROMO-0018,27.86
RED-0000745,ORD-00002166,PROMO-0020,37.35
RED-0000746,ORD-00002020,PROMO-0009,42.74
RED-0000747,ORD-00001843,PROMO-0010,58.3
RED-0000748,ORD-00001699,PROMO-0023,53.46
RED-0000749,ORD-00002598,PROMO-0016,27.46
RED-0000750,ORD-00002241,PROMO-0010,10.9
RED-0000751,ORD-00004450,PROMO-0013,67.39
RED-0000752,ORD-00003233,PROMO-0027,27.19
RED-0000753,ORD-00001200,PROMO-0010,5.07
RED-0000754,ORD-00000648,PROMO-0012,69.45
RED-0000755,ORD-00002101,PROMO-0024,36.97
RED-0000756,ORD-00001656,PROMO-0027,41.32
RED-0000757,ORD-00004605,PROMO-0023,21.83
RED-0000758,ORD-00000895,PROMO-0020,56.09
RED-0000759,ORD-00001961,PROMO-0008,5.71
RED-0000760,ORD-00004351,PROMO-0008,48.57
RED-0000761,ORD-00000431,PROMO-0004,32.17
RED-0000762,ORD-00003870,PROMO-0004,51.73
RED-0000763,ORD-00001127,PROMO-0001,72.41
RED-0000764,ORD-00001294,PROMO-0014,49.66
RED-0000765,ORD-00003897,PROMO-0016,49.49
RED-0000766,ORD-00002354,PROMO-0011,22.84
RED-0000767,ORD-00000485,PROMO-0030,58.12
RED-0000768,ORD-00004704,PROMO-0008,41.07
RED-0000769,ORD-00000306,PROMO-0030,69.27
RED-0000770,ORD-00003424,PROMO-0029,63.15
RED-0000771,ORD-00000298,PROMO-0027,30.98
RED-0000772,ORD-00004059,PROMO-0006,70.37
RED-0000773,ORD-00002372,PROMO-0029,4.74
RED-0000774,ORD-00002445,PROMO-0019,46.0
RED-0000775,ORD-00002745,PROMO-0010,35.17
RED-0000776,ORD-00004451,PROMO-0017,38.06
RED-0000777,ORD-00001100,PROMO-0028,38.81
RED-0000778,ORD-00002236,PROMO-0007,61.04
RED-0000779,ORD-00002709,PROMO-0006,55.37
RED-0000780,ORD-00002108,PROMO-0023,15.59
RED-0000781,ORD-00002762,PROMO-0026,23.54
RED-0000782,ORD-00001583,PROMO-0006,46.6
RED-0000783,ORD-00003322,PROMO-0027,33.22
RED-0000784,ORD-00002687,PROMO-0003,31.26
RED-0000785,ORD-00000782,PROMO-0006,73.66
RED-0000786,ORD-00003912,PROMO-0011,70.32
RED-0000787,ORD-00000056,PROMO-0009,30.0
RED-0000788,ORD-00003660,PROMO-0025,21.49
RED-0000789,ORD-00002701,PROMO-0010,44.52
RED-0000790,ORD-00004694,PROMO-0001,21.09
RED-0000791,ORD-00002946,PROMO-0023,19.25
RED-0000792,ORD-00000969,PROMO-0015,24.4
RED-0000793,ORD-00003322,PROMO-0022,38.68
RED-0000794,ORD-00002548,PROMO-0023,10.57
RED-0000795,ORD-00002417,PROMO-0012,46.87
RED-0000796,ORD-00001796,PROMO-0005,36.91
RED-0000797,ORD-00003728,PROMO-0024,74.19
RED-0000798,ORD-00003061,PROMO-0014,53.24
RED-0000799,ORD-00003858,PROMO-0025,41.24
RED-0000800,ORD-00001790,PROMO-0025,20.06
RED-0000801,ORD-00004881,PROMO-0028,59.48
RED-0000802,ORD-00004305,PROMO-0015,40.56
RED-0000803,ORD-00002964,PROMO-0003,68.96
RED-0000804,ORD-00000920,PROMO-0002,62.5
RED-0000805,ORD-00004141,PROMO-0007,43.81
RED-0000806,ORD-00001228,PROMO-0006,25.95
RED-0000807,ORD-00004263,PROMO-0015,10.49
RED-0000808,ORD-00001683,PROMO-0023,44.57
RED-0000809,ORD-00000745,PROMO-0029,39.26
RED-0000810,ORD-00000456,PROMO-0015,11.63
RED-0000811,ORD-00003404,PROMO-0015,43.17
RED-0000812,ORD-00004578,PROMO-0015,51.11
RED-0000813,ORD-00002525,PROMO-0024,3.59
RED-0000814,ORD-00002085,PROMO-0027,2.22
RED-0000815,ORD-00001786,PROMO-0019,7.33
RED-0000816,ORD-00003471,PROMO-0012,53.13
RED-0000817,ORD-00004434,PROMO-0002,70.22
RED-0000818,ORD-00000566,PROMO-0030,36.46
RED-0000819,ORD-00002352,PROMO-0014,15.14
RED-0000820,ORD-00001110,PROMO-0025,48.83
RED-0000821,ORD-00003444,PROMO-0012,74.48
RED-0000822,ORD-00003134,PROMO-0015,65.48
RED-0000823,ORD-00003093,PROMO-0013,7.86
RED-0000824,ORD-00004418,PROMO-0005,49.71
RED-0000825,ORD-00002849,PROMO-0004,15.03
RED-0000826,ORD-00004402,PROMO-0013,40.61
RED-0000827,ORD-00001825,PROMO-0027,2.25
RED-0000828,ORD-00000187,PROMO-0010,35.8
RED-0000829,ORD-00004461,PROMO-0014,40.83
RED-0000830,ORD-00001882,PROMO-0008,35.63
RED-0000831,ORD-00001271,PROMO-0009,15.76
RED-0000832,ORD-00000925,PROMO-0002,61.09
RED-0000833,ORD-00003435,PROMO-0020,57.92
RED-0000834,ORD-00000129,PROMO-0008,17.04
RED-0000835,ORD-00000827,PROMO-0020,4.45
RED-0000836,ORD-00004898,PROMO-0022,53.34
RED-0000837,ORD-00000399,PROMO-0008,56.06
RED-0000838,ORD-00003296,PROMO-0015,19.11
RED-0000839,ORD-00001780,PROMO-0025,65.05
RED-0000840,ORD-00000463,PROMO-0005,38.78
RED-0000841,ORD-00002370,PROMO-0008,61.55
RED-0000842,ORD-00004720,PROMO-0011,44.16
RED-0000843,ORD-00002627,PROMO-0008,24.03
RED-0000844,ORD-00001174,PROMO-0022,40.05
RED-0000845,ORD-00003388,PROMO-0010,22.09
RED-0000846,ORD-00004561,PROMO-0019,66.22
RED-0000847,ORD-00001435,PROMO-0021,51.55
RED-0000848,ORD-00004554,PROMO-0016,5.42
RED-0000849,ORD-00002822,PROMO-0021,51.01
RED-0000850,ORD-00004297,PROMO-0011,52.83
RED-0000851,ORD-00003345,PROMO-0005,23.89
RED-0000852,ORD-00001507,PROMO-0025,41.27
RED-0000853,ORD-00001975,PROMO-0028,18.45
RED-0000854,ORD-00001183,PROMO-0026,35.8
RED-0000855,ORD-00000473,PROMO-0018,32.13
RED-0000856,ORD-00003413,PROMO-0018,40.69
RED-0000857,ORD-00003182,PROMO-0008,20.61
RED-0000858,ORD-00002706,PROMO-0021,7.77
RED-0000859,ORD-00003685,PROMO-0028,29.09
RED-0000860,ORD-00004388,PROMO-0024,62.55
RED-0000861,ORD-00000423,PROMO-0009,29.53
RED-0000862,ORD-00004956,PROMO-0020,4.89
RED-0000863,ORD-00000597,PROMO-0007,60.74
RED-0000864,ORD-00004814,PROMO-0024,51.02
RED-0000865,ORD-00001778,PROMO-0016,17.25
RED-0000866,ORD-00002728,PROMO-0010,71.86
RED-0000867,ORD-00000126,PROMO-0007,70.41
RED-0000868,ORD-00000962,PROMO-0024,74.97
RED-0000869,ORD-00003924,PROMO-0030,19.71
RED-0000870,ORD-00004952,PROMO-0023,16.93
RED-0000871,ORD-00001961,PROMO-0018,25.48
RED-0000872,ORD-00002319,PROMO-0013,36.04
RED-0000873,ORD-00002944,PROMO-0010,21.09
RED-0000874,ORD-00004201,PROMO-0029,38.3
RED-0000875,ORD-00000808,PROMO-0026,73.64
RED-0000876,ORD-00003847,PROMO-0025,63.3
RED-0000877,ORD-00001665,PROMO-0012,24.84
RED-0000878,ORD-00000375,PROMO-0019,65.08
RED-0000879,ORD-00001196,PROMO-0001,21.04
RED-0000880,ORD-00004785,PROMO-0019,54.56
RED-0000881,ORD-00002419,PROMO-0005,16.32
RED-0000882,ORD-00001885,PROMO-0013,43.59
RED-0000883,ORD-00002014,PROMO-0016,42.2
RED-0000884,ORD-00002766,PROMO-0009,57.73
RED-0000885,ORD-00004003,PROMO-0024,48.84
RED-0000886,ORD-00004019,PROMO-0015,14.28
RED-0000887,ORD-00002886,PROMO-0006,12.22
RED-0000888,ORD-00004478,PROMO-0016,15.44
RED-0000889,ORD-00004442,PROMO-0021,71.88
RED-0000890,ORD-00004293,PROMO-0002,63.25
RED-0000891,ORD-00000609,PROMO-0027,50.78
RED-0000892,ORD-00000053,PROMO-0014,12.04
RED-0000893,ORD-00001896,PROMO-0003,53.62
RED-0000894,ORD-00000075,PROMO-0007,38.92
RED-0000895,ORD-00003058,PROMO-0002,47.1
RED-0000896,ORD-00003959,PROMO-0022,37.61
RED-0000897,ORD-00000055,PROMO-0018,42.27
RED-0000898,ORD-00000098,PROMO-0001,40.65
RED-0000899,ORD-00002251,PROMO-0018,73.36
RED-0000900,ORD-00000141,PROMO-0017,61.36
RED-0000901,ORD-00003528,PROMO-0026,70.6
RED-0000902,ORD-00001469,PROMO-0004,69.02
RED-0000903,ORD-00004296,PROMO-0005,19.59
RED-0000904,ORD-00004313,PROMO-0009,61.51
RED-0000905,ORD-00002190,PROMO-0026,30.97
RED-0000906,ORD-00003057,PROMO-0013,35.51
RED-0000907,ORD-00001993,PROMO-0023,18.49
RED-0000908,ORD-00000661,PROMO-0021,74.39
RED-0000909,ORD-00000260,PROMO-0003,31.59
RED-0000910,ORD-00003090,PROMO-0018,36.75
RED-0000911,ORD-00000078,PROMO-0023,14.51
RED-0000912,ORD-00004095,PROMO-0028,33.68
RED-0000913,ORD-00002714,PROMO-0019,73.35
RED-0000914,ORD-00000782,PROMO-0029,40.56
RED-0000915,ORD-00000349,PROMO-0008,17.43
RED-0000916,ORD-00004644,PROMO-0016,21.79
RED-0000917,ORD-00000610,PROMO-0022,69.57
RED-0000918,ORD-00004449,PROMO-0019,50.04
RED-0000919,ORD-00001470,PROMO-0030,64.08
RED-0000920,ORD-00000129,PROMO-0007,44.85
RED-0000921,ORD-00003263,PROMO-0030,7.62
RED-0000922,ORD-00001331,PROMO-0019,19.55
RED-0000923,ORD-00003188,PROMO-0022,67.45
RED-0000924,ORD-00002718,PROMO-0013,57.16
RED-0000925,ORD-00001147,PROMO-0026,74.16
RED-0000926,ORD-00000643,PROMO-0017,56.42
RED-0000927,ORD-00002834,PROMO-0002,9.13
RED-0000928,ORD-00001902,PROMO-0027,7.55
RED-0000929,ORD-00004958,PROMO-0025,46.81
RED-0000930,ORD-00004880,PROMO-0013,72.73
RED-0000931,ORD-00002674,PROMO-0001,48.29
RED-0000932,ORD-00003691,PROMO-0016,18.65
RED-0000933,ORD-00004531,PROMO-0013,33.52
RED-0000934,ORD-00004800,PROMO-0022,29.75
RED-0000935,ORD-00002420,PROMO-0026,19.99
RED-0000936,ORD-00000603,PROMO-0003,21.56
RED-0000937,ORD-00003113,PROMO-0023,59.22
RED-0000938,ORD-00001264,PROMO-0024,30.44
RED-0000939,ORD-00002955,PROMO-0004,8.68
RED-0000940,ORD-00002526,PROMO-0015,28.27
RED-0000941,ORD-00002210,PROMO-0004,11.67
RED-0000942,ORD-00001536,PROMO-0014,34.77
RED-0000943,ORD-00004545,PROMO-0017,31.79
RED-0000944,ORD-00000216,PROMO-0003,27.84
RED-0000945,ORD-00000763,PROMO-0020,45.66
RED-0000946,ORD-00002658,PROMO-0028,30.12
RED-0000947,ORD-00002391,PROMO-0014,30.31
RED-0000948,ORD-00000694,PROMO-0024,67.78
RED-0000949,ORD-00001989,PROMO-0019,40.04
RED-0000950,ORD-00003119,PROMO-0006,12.14
RED-0000951,ORD-00002467,PROMO-0009,38.0
RED-0000952,ORD-00000519,PROMO-0006,33.73
RED-0000953,ORD-00003450,PROMO-0010,37.35
RED-0000954,ORD-00000631,PROMO-0012,20.37
RED-0000955,ORD-00002021,PROMO-0024,47.63
RED-0000956,ORD-00004865,PROMO-0020,16.28
RED-0000957,ORD-00000877,PROMO-0005,24.24
RED-0000958,ORD-00003242,PROMO-0011,63.44
RED-0000959,ORD-00003113,PROMO-0026,64.94
RED-0000960,ORD-00003607,PROMO-0011,33.43
RED-0000961,ORD-00004870,PROMO-0005,23.93
RED-0000962,ORD-00004942,PROMO-0023,16.66
RED-0000963,ORD-00002574,PROMO-0006,72.41
RED-0000964,ORD-00002615,PROMO-0010,55.65
RED-0000965,ORD-00004023,PROMO-0019,59.08
RED-0000966,ORD-00002670,PROMO-0013,22.46
RED-0000967,ORD-00003219,PROMO-0012,10.31
RED-0000968,ORD-00004620,PROMO-0007,45.23
RED-0000969,ORD-00004470,PROMO-0006,51.77
RED-0000970,ORD-00004507,PROMO-0001,71.57
RED-0000971,ORD-00003782,PROMO-0023,17.3
RED-0000972,ORD-00002387,PROMO-0027,52.58
RED-0000973,ORD-00003352,PROMO-0022,38.45
RED-0000974,ORD-00002481,PROMO-0008,20.45
RED-0000975,ORD-00001263,PROMO-0023,32.89
RED-0000976,ORD-00003089,PROMO-0003,34.78
RED-0000977,ORD-00004899,PROMO-0016,44.5
RED-0000978,ORD-00004378,PROMO-0017,69.42
RED-0000979,ORD-00003427,PROMO-0018,4.68
RED-0000980,ORD-00002946,PROMO-0023,67.37
RED-0000981,ORD-00004399,PROMO-0020,48.59
RED-0000982,ORD-00000697,PROMO-0004,58.13
RED-0000983,ORD-00002909,PROMO-0006,49.23
RED-0000984,ORD-00000363,PROMO-0019,73.8
RED-0000985,ORD-00003274,PROMO-0025,26.21
RED-0000986,ORD-00003527,PROMO-0004,2.77
RED-0000987,ORD-00002120,PROMO-0008,39.28
RED-0000988,ORD-00004250,PROMO-0018,44.38
RED-0000989,ORD-00004713,PROMO-0008,34.54
RED-0000990,ORD-00003205,PROMO-0015,58.38
RED-0000991,ORD-00004822,PROMO-0023,38.53
RED-0000992,ORD-00002826,PROMO-0001,37.24
RED-0000993,ORD-00002421,PROMO-0014,69.2
RED-0000994,ORD-00000704,PROMO-0004,62.69
RED-0000995,ORD-00001161,PROMO-0012,24.77
RED-0000996,ORD-00003731,PROMO-0026,17.1
RED-0000997,ORD-00003957,PROMO-0012,36.76
RED-0000998,ORD-00003590,PROMO-0024,52.86
RED-0000999,ORD-00002613,PROMO-0003,23.92
RED-0001000,ORD-00000943,PROMO-0001,63.99
RED-0001001,ORD-00000896,PROMO-0022,60.4
RED-0001002,ORD-00001999,PROMO-0017,14.74
RED-0001003,ORD-00001312,PROMO-0011,42.87
RED-0001004,ORD-00003786,PROMO-0008,60.24
RED-0001005,ORD-00001512,PROMO-0006,48.75
RED-0001006,ORD-00003541,PROMO-0013,4.13
RED-0001007,ORD-00001617,PROMO-0015,45.23
RED-0001008,ORD-00003186,PROMO-0001,53.45
RED-0001009,ORD-00001686,PROMO-0009,56.92
RED-0001010,ORD-00000513,PROMO-0019,9.43
RED-0001011,ORD-00004399,PROMO-0006,28.7
RED-0001012,ORD-00001615,PROMO-0015,10.32
RED-0001013,ORD-00004010,PROMO-0017,72.51
RED-0001014,ORD-00002568,PROMO-0020,30.37
RED-0001015,ORD-00003216,PROMO-0019,10.34
RED-0001016,ORD-00002884,PROMO-0028,35.42
RED-0001017,ORD-00001414,PROMO-0027,51.17
RED-0001018,ORD-00002437,PROMO-0030,46.86
RED-0001019,ORD-00000695,PROMO-0022,11.78
RED-0001020,ORD-00000966,PROMO-0008,24.29
RED-0001021,ORD-00001500,PROMO-0012,52.62
RED-0001022,ORD-00004185,PROMO-0013,32.53
RED-0001023,ORD-00001130,PROMO-0019,30.01
RED-0001024,ORD-00001522,PROMO-0016,48.39
RED-0001025,ORD-00001420,PROMO-0018,14.18
RED-0001026,ORD-00002367,PROMO-0005,15.66
RED-0001027,ORD-00003695,PROMO-0020,5.91
RED-0001028,ORD-00002942,PROMO-0001,37.38
RED-0001029,ORD-00001599,PROMO-0027,30.03
RED-0001030,ORD-00004601,PROMO-0017,49.67
RED-0001031,ORD-00003352,PROMO-0022,37.9
RED-0001032,ORD-00003637,PROMO-0016,14.21
RED-0001033,ORD-00004632,PROMO-0001,60.1
