order_item_id,order_id,product_id,quantity,unit_price,discount_amount
ITEM-000003438,ORD-00001375,PROD-000275,2,143.99,28.37
ITEM-000003439,ORD-00001376,PROD-000118,3,182.0,29.17
ITEM-000003440,ORD-00001376,PROD-000192,3,222.13,18.37
ITEM-000003441,ORD-00001376,PROD-000284,2,47.52,8.93
ITEM-000003442,ORD-00001376,PROD-000019,1,146.76,22.16
ITEM-000003443,ORD-00001377,PROD-000257,4,285.25,45.15
ITEM-000003444,ORD-00001378,PROD-000081,3,132.7,8.0
ITEM-000003445,ORD-00001379,PROD-000127,1,79.49,4.33
ITEM-000003446,ORD-00001379,PROD-000064,4,39.81,5.22
ITEM-000003447,ORD-00001380,PROD-000139,1,20.83,0.32
ITEM-000003448,ORD-00001380,PROD-000259,4,58.93,0.24
ITEM-000003449,ORD-00001381,PROD-000049,5,162.37,25.74
ITEM-000003450,ORD-00001381,PROD-000100,5,199.6,34.3
ITEM-000003451,ORD-00001382,PROD-000218,5,184.34,27.41
ITEM-000003452,ORD-00001382,PROD-000155,3,199.69,18.33
ITEM-000003453,ORD-00001382,PROD-000052,3,197.07,38.2
ITEM-000003454,ORD-00001383,PROD-000193,3,177.84,15.28
ITEM-000003455,ORD-00001383,PROD-000114,4,178.3,20.01
ITEM-000003456,ORD-00001383,PROD-000248,3,206.76,37.53
ITEM-000003457,ORD-00001383,PROD-000274,5,105.23,5.15
ITEM-000003458,ORD-00001384,PROD-000255,4,36.59,6.96
ITEM-000003459,ORD-00001385,PROD-000232,2,124.85,14.43
ITEM-000003460,ORD-00001386,PROD-000204,2,193.75,17.32
ITEM-000003461,ORD-00001387,PROD-000289,1,86.07,11.07
ITEM-000003462,ORD-00001387,PROD-000171,2,85.33,13.82
ITEM-000003463,ORD-00001387,PROD-000043,1,44.85,5.03
ITEM-000003464,ORD-00001387,PROD-000107,4,9.55,1.13
ITEM-000003465,ORD-00001388,PROD-000073,4,65.08,8.02
ITEM-000003466,ORD-00001389,PROD-000268,5,101.37,15.42
ITEM-000003467,ORD-00001389,PROD-000031,4,215.03,10.84
ITEM-000003468,ORD-00001389,PROD-000160,3,96.22,16.06
ITEM-000003469,ORD-00001389,PROD-000019,3,146.76,20.22
ITEM-000003470,ORD-00001390,PROD-000003,3,94.19,13.01
ITEM-000003471,ORD-00001390,PROD-000288,4,13.25,1.45
ITEM-000003472,ORD-00001390,PROD-000161,2,9.57,0.62
ITEM-000003473,ORD-00001390,PROD-000248,5,206.76,22.94
ITEM-000003474,ORD-00001391,PROD-000054,4,6.16,0.86
ITEM-000003475,ORD-00001392,PROD-000066,1,12.81,0.42
ITEM-000003476,ORD-00001392,PROD-000063,2,42.54,1.68
ITEM-000003477,ORD-00001392,PROD-000059,1,24.94,4.42
ITEM-000003478,ORD-00001392,PROD-000254,2,59.19,7.41
ITEM-000003479,ORD-00001393,PROD-000072,5,70.42,5.89
ITEM-000003480,ORD-00001393,PROD-000005,3,162.22,3.81
ITEM-000003481,ORD-00001393,PROD-000151,3,206.31,21.56
ITEM-000003482,ORD-00001393,PROD-000191,5,254.19,33.06
ITEM-000003483,ORD-00001394,PROD-000149,5,175.39,24.03
ITEM-000003484,ORD-00001394,PROD-000191,5,254.19,30.73
ITEM-000003485,ORD-00001395,PROD-000237,2,214.52,40.17
ITEM-000003486,ORD-00001395,PROD-000070,2,170.09,17.84
ITEM-000003487,ORD-00001395,PROD-000243,1,179.01,11.37
ITEM-000003488,ORD-00001395,PROD-000092,2,68.92,6.49
ITEM-000003489,ORD-00001396,PROD-000160,2,96.22,3.83
ITEM-000003490,ORD-00001397,PROD-000276,4,96.15,6.37
ITEM-000003491,ORD-00001398,PROD-000240,5,62.18,1.95
ITEM-000003492,ORD-00001399,PROD-000287,2,54.46,3.76
ITEM-000003493,ORD-00001399,PROD-000008,2,169.86,9.33
ITEM-000003494,ORD-00001399,PROD-000219,5,170.99,24.94
ITEM-000003495,ORD-00001400,PROD-000207,3,264.8,29.72
ITEM-000003496,ORD-00001400,PROD-000104,1,157.98,18.73
ITEM-000003497,ORD-00001400,PROD-000053,2,113.39,6.35
ITEM-000003498,ORD-00001401,PROD-000289,1,86.07,2.18
ITEM-000003499,ORD-00001401,PROD-000268,5,101.37,13.07
ITEM-000003500,ORD-00001401,PROD-000197,3,142.58,16.42
ITEM-000003501,ORD-00001402,PROD-000243,2,179.01,6.02
ITEM-000003502,ORD-00001402,PROD-000119,2,241.98,4.42
ITEM-000003503,ORD-00001402,PROD-000076,2,192.0,6.33
ITEM-000003504,ORD-00001403,PROD-000166,1,161.73,28.98
ITEM-000003505,ORD-00001404,PROD-000071,5,48.6,7.85
ITEM-000003506,ORD-00001405,PROD-000242,3,248.42,15.03
ITEM-000003507,ORD-00001405,PROD-000061,2,156.43,17.52
ITEM-000003508,ORD-00001405,PROD-000194,4,65.76,9.29
ITEM-000003509,ORD-00001405,PROD-000182,3,262.82,44.08
ITEM-000003510,ORD-00001406,PROD-000272,1,241.9,42.73
ITEM-000003511,ORD-00001406,PROD-000110,2,230.22,43.53
ITEM-000003512,ORD-00001406,PROD-000143,2,136.71,22.96
ITEM-000003513,ORD-00001407,PROD-000251,3,149.42,20.48
ITEM-000003514,ORD-00001407,PROD-000286,4,239.45,31.23
ITEM-000003515,ORD-00001407,PROD-000092,1,68.92,11.94
ITEM-000003516,ORD-00001407,PROD-000239,3,261.64,38.12
ITEM-000003517,ORD-00001408,PROD-000287,2,54.46,4.17
ITEM-000003518,ORD-00001408,PROD-000092,1,68.92,2.7
ITEM-000003519,ORD-00001409,PROD-000270,2,159.71,0.18
ITEM-000003520,ORD-00001409,PROD-000159,3,115.09,2.17
ITEM-000003521,ORD-00001409,PROD-000189,3,238.16,23.95
ITEM-000003522,ORD-00001410,PROD-000140,1,113.52,14.69
ITEM-000003523,ORD-00001411,PROD-000204,1,193.75,38.58
ITEM-000003524,ORD-00001411,PROD-000130,3,154.33,19.3
ITEM-000003525,ORD-00001411,PROD-000293,1,32.6,5.63
ITEM-000003526,ORD-00001411,PROD-000242,5,248.42,31.41
ITEM-000003527,ORD-00001412,PROD-000089,4,64.06,9.61
ITEM-000003528,ORD-00001412,PROD-000280,1,137.35,1.05
ITEM-000003529,ORD-00001412,PROD-000015,5,77.71,13.9
ITEM-000003530,ORD-00001412,PROD-000079,2,158.41,27.59
ITEM-000003531,ORD-00001413,PROD-000043,4,44.85,7.48
ITEM-000003532,ORD-00001413,PROD-000062,1,155.19,13.76
ITEM-000003533,ORD-00001414,PROD-000161,1,9.57,1.64
ITEM-000003534,ORD-00001415,PROD-000100,5,199.6,29.44
ITEM-000003535,ORD-00001415,PROD-000171,3,85.33,15.32
ITEM-000003536,ORD-00001415,PROD-000087,5,82.01,11.84
ITEM-000003537,ORD-00001416,PROD-000265,1,55.67,10.47
ITEM-000003538,ORD-00001416,PROD-000207,4,264.8,44.37
ITEM-000003539,ORD-00001416,PROD-000032,1,114.8,4.43
ITEM-000003540,ORD-00001417,PROD-000137,1,34.68,1.2
ITEM-000003541,ORD-00001417,PROD-000023,3,61.71,7.51
ITEM-000003542,ORD-00001418,PROD-000089,1,64.06,3.99
ITEM-000003543,ORD-00001418,PROD-000288,3,13.25,0.31
ITEM-000003544,ORD-00001418,PROD-000239,5,261.64,43.75
ITEM-000003545,ORD-00001418,PROD-000045,5,139.38,25.93
ITEM-000003546,ORD-00001419,PROD-000060,1,175.48,6.41
ITEM-000003547,ORD-00001420,PROD-000096,3,261.99,30.98
ITEM-000003548,ORD-00001421,PROD-000087,1,82.01,3.57
ITEM-000003549,ORD-00001422,PROD-000236,1,24.26,4.26
ITEM-000003550,ORD-00001422,PROD-000127,3,79.49,13.31
ITEM-000003551,ORD-00001422,PROD-000098,2,54.47,3.38
ITEM-000003552,ORD-00001423,PROD-000147,2,65.7,3.67
ITEM-000003553,ORD-00001423,PROD-000290,3,96.01,7.95
ITEM-000003554,ORD-00001423,PROD-000097,3,186.58,32.97
ITEM-000003555,ORD-00001423,PROD-000091,3,82.4,4.27
ITEM-000003556,ORD-00001424,PROD-000136,1,57.07,5.59
ITEM-000003557,ORD-00001424,PROD-000297,3,225.62,15.74
ITEM-000003558,ORD-00001424,PROD-000268,4,101.37,16.82
ITEM-000003559,ORD-00001424,PROD-000088,1,144.7,27.48
ITEM-000003560,ORD-00001425,PROD-000080,5,141.46,16.09
ITEM-000003561,ORD-00001425,PROD-000223,3,37.75,4.88
ITEM-000003562,ORD-00001425,PROD-000148,2,173.72,11.89
ITEM-000003563,ORD-00001425,PROD-000258,5,173.11,28.73
ITEM-000003564,ORD-00001426,PROD-000047,5,16.68,2.58
ITEM-000003565,ORD-00001426,PROD-000133,2,67.78,6.34
ITEM-000003566,ORD-00001426,PROD-000017,1,59.6,6.16
ITEM-000003567,ORD-00001427,PROD-000244,2,54.61,5.1
ITEM-000003568,ORD-00001427,PROD-000166,3,161.73,18.24
ITEM-000003569,ORD-00001428,PROD-000166,1,161.73,20.36
ITEM-000003570,ORD-00001429,PROD-000082,4,153.69,14.62
ITEM-000003571,ORD-00001430,PROD-000052,2,197.07,35.99
ITEM-000003572,ORD-00001430,PROD-000157,2,15.55,1.45
ITEM-000003573,ORD-00001430,PROD-000096,1,261.99,23.0
ITEM-000003574,ORD-00001431,PROD-000295,4,19.6,2.87
ITEM-000003575,ORD-00001431,PROD-000243,2,179.01,9.04
ITEM-000003576,ORD-00001431,PROD-000192,5,222.13,15.01
ITEM-000003577,ORD-00001431,PROD-000206,3,129.81,1.04
ITEM-000003578,ORD-00001432,PROD-000260,1,87.01,7.33
ITEM-000003579,ORD-00001432,PROD-000138,5,256.34,20.55
ITEM-000003580,ORD-00001433,PROD-000084,5,138.49,4.61
ITEM-000003581,ORD-00001434,PROD-000269,2,116.44,22.16
ITEM-000003582,ORD-00001434,PROD-000291,2,181.27,4.71
ITEM-000003583,ORD-00001434,PROD-000171,1,85.33,16.56
ITEM-000003584,ORD-00001435,PROD-000073,3,65.08,5.97
ITEM-000003585,ORD-00001435,PROD-000085,4,65.75,0.01
ITEM-000003586,ORD-00001435,PROD-000076,2,192.0,33.91
ITEM-000003587,ORD-00001436,PROD-000158,1,51.52,1.9
ITEM-000003588,ORD-00001436,PROD-000105,4,56.39,1.02
ITEM-000003589,ORD-00001436,PROD-000126,2,87.75,12.02
ITEM-000003590,ORD-00001437,PROD-000003,4,94.19,3.0
ITEM-000003591,ORD-00001437,PROD-000052,4,197.07,21.67
ITEM-000003592,ORD-00001437,PROD-000202,2,170.28,31.09
ITEM-000003593,ORD-00001438,PROD-000238,2,67.16,10.25
ITEM-000003594,ORD-00001438,PROD-000050,4,41.26,1.06
ITEM-000003595,ORD-00001438,PROD-000069,4,294.54,45.55
ITEM-000003596,ORD-00001438,PROD-000145,4,223.58,26.69
ITEM-000003597,ORD-00001439,PROD-000178,4,192.03,25.73
ITEM-000003598,ORD-00001440,PROD-000114,5,178.3,6.35
ITEM-000003599,ORD-00001441,PROD-000189,3,238.16,16.19
ITEM-000003600,ORD-00001441,PROD-000001,5,161.47,19.35
ITEM-000003601,ORD-00001442,PROD-000040,2,52.71,1.46
ITEM-000003602,ORD-00001442,PROD-000097,1,186.58,7.88
ITEM-000003603,ORD-00001442,PROD-000223,1,37.75,2.56
ITEM-000003604,ORD-00001442,PROD-000093,4,178.93,5.39
ITEM-000003605,ORD-00001443,PROD-000199,4,250.55,1.75
ITEM-000003606,ORD-00001443,PROD-000216,2,179.85,5.88
ITEM-000003607,ORD-00001443,PROD-000265,1,55.67,5.18
ITEM-000003608,ORD-00001444,PROD-000178,1,192.03,25.19
ITEM-000003609,ORD-00001445,PROD-000007,2,234.37,14.95
ITEM-000003610,ORD-00001445,PROD-000295,5,19.6,1.51
ITEM-000003611,ORD-00001445,PROD-000233,1,153.78,14.95
ITEM-000003612,ORD-00001445,PROD-000206,4,129.81,20.03
ITEM-000003613,ORD-00001446,PROD-000218,3,184.34,27.36
ITEM-000003614,ORD-00001446,PROD-000060,5,175.48,28.33
ITEM-000003615,ORD-00001446,PROD-000231,5,126.83,9.46
ITEM-000003616,ORD-00001447,PROD-000172,5,183.04,35.57
ITEM-000003617,ORD-00001447,PROD-000058,2,86.29,16.93
ITEM-000003618,ORD-00001447,PROD-000273,4,164.42,28.62
ITEM-000003619,ORD-00001447,PROD-000041,2,146.19,0.2
ITEM-000003620,ORD-00001448,PROD-000102,5,242.49,39.42
ITEM-000003621,ORD-00001448,PROD-000233,4,153.78,1.49
ITEM-000003622,ORD-00001448,PROD-000145,1,223.58,5.44
ITEM-000003623,ORD-00001449,PROD-000236,3,24.26,0.24
ITEM-000003624,ORD-00001449,PROD-000190,3,66.83,5.69
ITEM-000003625,ORD-00001449,PROD-000152,1,40.04,4.35
ITEM-000003626,ORD-00001449,PROD-000092,3,68.92,4.92
ITEM-000003627,ORD-00001450,PROD-000229,3,175.01,10.42
ITEM-000003628,ORD-00001451,PROD-000058,3,86.29,12.63
ITEM-000003629,ORD-00001452,PROD-000128,2,144.64,2.43
ITEM-000003630,ORD-00001452,PROD-000049,2,162.37,23.6
ITEM-000003631,ORD-00001452,PROD-000253,4,14.2,2.54
ITEM-000003632,ORD-00001452,PROD-000177,4,110.22,15.19
ITEM-000003633,ORD-00001453,PROD-000269,5,116.44,10.68
ITEM-000003634,ORD-00001453,PROD-000040,3,52.71,3.93
ITEM-000003635,ORD-00001454,PROD-000052,4,197.07,20.2
ITEM-000003636,ORD-00001454,PROD-000041,3,146.19,27.12
ITEM-000003637,ORD-00001455,PROD-000217,4,39.78,0.18
ITEM-000003638,ORD-00001455,PROD-000132,1,261.68,43.8
ITEM-000003639,ORD-00001455,PROD-000222,1,173.52,27.54
ITEM-000003640,ORD-00001456,PROD-000156,5,108.51,11.16
ITEM-000003641,ORD-00001456,PROD-000125,1,191.28,14.32
ITEM-000003642,ORD-00001456,PROD-000243,2,179.01,27.24
ITEM-000003643,ORD-00001457,PROD-000141,2,197.96,10.96
ITEM-000003644,ORD-00001457,PROD-000024,5,195.99,15.63
ITEM-000003645,ORD-00001457,PROD-000093,3,178.93,9.76
ITEM-000003646,ORD-00001457,PROD-000209,2,179.59,0.67
ITEM-000003647,ORD-00001458,PROD-000067,3,47.96,2.56
ITEM-000003648,ORD-00001458,PROD-000163,1,87.64,3.88
ITEM-000003649,ORD-00001458,PROD-000010,3,265.73,11.75
ITEM-000003650,ORD-00001458,PROD-000148,5,173.72,28.73
ITEM-000003651,ORD-00001459,PROD-000169,5,273.71,21.3
ITEM-000003652,ORD-00001459,PROD-000286,1,239.45,16.42
ITEM-000003653,ORD-00001459,PROD-000164,3,160.68,26.44
ITEM-000003654,ORD-00001459,PROD-000078,4,104.84,17.91
ITEM-000003655,ORD-00001460,PROD-000108,5,129.74,18.1
ITEM-000003656,ORD-00001460,PROD-000200,3,169.62,13.67
ITEM-000003657,ORD-00001460,PROD-000293,1,32.6,4.12
ITEM-000003658,ORD-00001460,PROD-000288,3,13.25,0.22
ITEM-000003659,ORD-00001461,PROD-000156,3,108.51,16.3
ITEM-000003660,ORD-00001461,PROD-000232,4,124.85,0.74
ITEM-000003661,ORD-00001461,PROD-000300,2,90.24,11.27
ITEM-000003662,ORD-00001462,PROD-000213,1,151.52,22.77
ITEM-000003663,ORD-00001462,PROD-000146,5,200.24,29.8
ITEM-000003664,ORD-00001462,PROD-000121,4,258.33,47.59
ITEM-000003665,ORD-00001462,PROD-000068,4,284.88,34.59
ITEM-000003666,ORD-00001463,PROD-000050,4,41.26,1.8
ITEM-000003667,ORD-00001464,PROD-000293,3,32.6,1.16
ITEM-000003668,ORD-00001465,PROD-000206,5,129.81,10.61
ITEM-000003669,ORD-00001465,PROD-000112,4,194.6,35.05
ITEM-000003670,ORD-00001466,PROD-000164,3,160.68,20.25
ITEM-000003671,ORD-00001466,PROD-000163,5,87.64,9.39
ITEM-000003672,ORD-00001466,PROD-000201,2,154.94,26.62
ITEM-000003673,ORD-00001467,PROD-000238,3,67.16,11.1
ITEM-000003674,ORD-00001467,PROD-000231,2,126.83,23.44
ITEM-000003675,ORD-00001467,PROD-000091,4,82.4,4.75
ITEM-000003676,ORD-00001467,PROD-000273,3,164.42,25.09
ITEM-000003677,ORD-00001468,PROD-000051,4,151.67,17.6
ITEM-000003678,ORD-00001468,PROD-000215,4,145.42,11.93
ITEM-000003679,ORD-00001469,PROD-000115,2,48.49,5.91
ITEM-000003680,ORD-00001470,PROD-000293,4,32.6,6.16
ITEM-000003681,ORD-00001471,PROD-000128,2,144.64,16.47
ITEM-000003682,ORD-00001471,PROD-000242,1,248.42,47.29
ITEM-000003683,ORD-00001471,PROD-000012,5,166.44,29.41
ITEM-000003684,ORD-00001472,PROD-000283,5,40.56,7.0
ITEM-000003685,ORD-00001472,PROD-000083,4,56.68,4.18
ITEM-000003686,ORD-00001472,PROD-000123,2,211.38,19.96
ITEM-000003687,ORD-00001472,PROD-000103,3,155.54,4.13
ITEM-000003688,ORD-00001473,PROD-000016,2,56.87,6.57
ITEM-000003689,ORD-00001474,PROD-000126,5,87.75,7.79
ITEM-000003690,ORD-00001474,PROD-000124,2,85.6,16.65
ITEM-000003691,ORD-00001474,PROD-000257,1,285.25,45.85
ITEM-000003692,ORD-00001474,PROD-000170,2,124.7,6.11
ITEM-000003693,ORD-00001475,PROD-000004,1,61.96,8.45
ITEM-000003694,ORD-00001476,PROD-000267,4,237.37,40.93
ITEM-000003695,ORD-00001476,PROD-000037,4,237.13,45.41
ITEM-000003696,ORD-00001476,PROD-000276,1,96.15,13.76
ITEM-000003697,ORD-00001476,PROD-000274,1,105.23,9.23
ITEM-000003698,ORD-00001477,PROD-000150,4,213.07,35.3
ITEM-000003699,ORD-00001478,PROD-000187,4,71.53,10.25
ITEM-000003700,ORD-00001479,PROD-000220,1,23.88,0.49
ITEM-000003701,ORD-00001479,PROD-000135,5,164.35,24.77
ITEM-000003702,ORD-00001479,PROD-000058,2,86.29,6.32
ITEM-000003703,ORD-00001479,PROD-000174,2,92.99,16.98
ITEM-000003704,ORD-00001480,PROD-000108,3,129.74,2.52
ITEM-000003705,ORD-00001480,PROD-000038,4,87.71,15.77
ITEM-000003706,ORD-00001480,PROD-000252,2,138.21,20.92
ITEM-000003707,ORD-00001480,PROD-000176,3,207.29,28.57
ITEM-000003708,ORD-00001481,PROD-000231,3,126.83,14.41
ITEM-000003709,ORD-00001481,PROD-000019,2,146.76,4.34
ITEM-000003710,ORD-00001481,PROD-000148,1,173.72,7.68
ITEM-000003711,ORD-00001482,PROD-000289,3,86.07,12.29
ITEM-000003712,ORD-00001482,PROD-000158,2,51.52,5.85
ITEM-000003713,ORD-00001482,PROD-000157,4,15.55,2.22
ITEM-000003714,ORD-00001483,PROD-000080,2,141.46,4.15
ITEM-000003715,ORD-00001483,PROD-000150,4,213.07,10.96
ITEM-000003716,ORD-00001483,PROD-000117,1,220.67,37.55
ITEM-000003717,ORD-00001484,PROD-000076,5,192.0,0.46
ITEM-000003718,ORD-00001484,PROD-000187,5,71.53,10.66
ITEM-000003719,ORD-00001484,PROD-000265,4,55.67,5.31
ITEM-000003720,ORD-00001485,PROD-000177,2,110.22,12.94
ITEM-000003721,ORD-00001485,PROD-000257,3,285.25,29.86
ITEM-000003722,ORD-00001486,PROD-000249,2,45.99,8.01
ITEM-000003723,ORD-00001486,PROD-000247,2,95.38,9.23
ITEM-000003724,ORD-00001486,PROD-000195,1,272.68,36.47
ITEM-000003725,ORD-00001486,PROD-000034,3,22.91,1.03
ITEM-000003726,ORD-00001487,PROD-000115,2,48.49,2.7
ITEM-000003727,ORD-00001487,PROD-000062,2,155.19,11.07
ITEM-000003728,ORD-00001488,PROD-000292,1,123.71,20.78
ITEM-000003729,ORD-00001488,PROD-000269,2,116.44,17.27
ITEM-000003730,ORD-00001488,PROD-000187,1,71.53,5.7
ITEM-000003731,ORD-00001488,PROD-000051,3,151.67,15.39
ITEM-000003732,ORD-00001489,PROD-000284,5,47.52,8.05
ITEM-000003733,ORD-00001489,PROD-000276,1,96.15,18.66
ITEM-000003734,ORD-00001489,PROD-000029,4,254.26,28.82
ITEM-000003735,ORD-00001490,PROD-000126,3,87.75,13.99
ITEM-000003736,ORD-00001490,PROD-000094,2,220.54,10.07
ITEM-000003737,ORD-00001491,PROD-000091,1,82.4,16.14
ITEM-000003738,ORD-00001491,PROD-000137,5,34.68,1.92
ITEM-000003739,ORD-00001491,PROD-000098,1,54.47,9.87
ITEM-000003740,ORD-00001491,PROD-000068,5,284.88,17.25
ITEM-000003741,ORD-00001492,PROD-000117,2,220.67,25.85
ITEM-000003742,ORD-00001492,PROD-000298,4,75.81,7.04
ITEM-000003743,ORD-00001493,PROD-000164,1,160.68,6.31
ITEM-000003744,ORD-00001494,PROD-000227,1,231.18,22.01
ITEM-000003745,ORD-00001495,PROD-000278,5,201.25,8.65
ITEM-000003746,ORD-00001496,PROD-000154,5,128.85,0.25
ITEM-000003747,ORD-00001496,PROD-000221,1,68.23,9.82
ITEM-000003748,ORD-00001496,PROD-000227,2,231.18,27.23
ITEM-000003749,ORD-00001496,PROD-000234,1,86.25,4.34
ITEM-000003750,ORD-00001497,PROD-000139,4,20.83,2.63
ITEM-000003751,ORD-00001497,PROD-000169,5,273.71,26.46
ITEM-000003752,ORD-00001497,PROD-000146,3,200.24,10.58
ITEM-000003753,ORD-00001497,PROD-000273,2,164.42,11.22
ITEM-000003754,ORD-00001498,PROD-000226,1,148.45,29.01
ITEM-000003755,ORD-00001498,PROD-000094,4,220.54,0.29
ITEM-000003756,ORD-00001498,PROD-000261,4,28.24,2.8
ITEM-000003757,ORD-00001499,PROD-000034,4,22.91,3.08
ITEM-000003758,ORD-00001499,PROD-000049,4,162.37,11.12
ITEM-000003759,ORD-00001500,PROD-000100,1,199.6,30.45
ITEM-000003760,ORD-00001500,PROD-000110,3,230.22,23.1
ITEM-000003761,ORD-00001501,PROD-000272,4,241.9,4.98
ITEM-000003762,ORD-00001501,PROD-000154,5,128.85,5.42
ITEM-000003763,ORD-00001501,PROD-000080,3,141.46,4.42
ITEM-000003764,ORD-00001502,PROD-000088,2,144.7,17.66
ITEM-000003765,ORD-00001502,PROD-000081,3,132.7,25.39
ITEM-000003766,ORD-00001502,PROD-000243,5,179.01,28.24
ITEM-000003767,ORD-00001502,PROD-000138,2,256.34,47.83
ITEM-000003768,ORD-00001503,PROD-000156,3,108.51,3.15
ITEM-000003769,ORD-00001503,PROD-000171,3,85.33,14.15
ITEM-000003770,ORD-00001503,PROD-000162,4,263.26,16.22
ITEM-000003771,ORD-00001503,PROD-000289,4,86.07,13.13
ITEM-000003772,ORD-00001504,PROD-000207,1,264.8,51.3
ITEM-000003773,ORD-00001505,PROD-000072,4,70.42,10.8
ITEM-000003774,ORD-00001505,PROD-000010,2,265.73,11.09
ITEM-000003775,ORD-00001505,PROD-000132,3,261.68,43.57
ITEM-000003776,ORD-00001506,PROD-000165,4,223.01,35.28
ITEM-000003777,ORD-00001507,PROD-000286,5,239.45,35.39
ITEM-000003778,ORD-00001507,PROD-000111,5,8.47,0.85
ITEM-000003779,ORD-00001507,PROD-000141,1,197.96,2.95
ITEM-000003780,ORD-00001508,PROD-000167,4,71.98,13.55
ITEM-000003781,ORD-00001508,PROD-000241,1,199.27,31.14
ITEM-000003782,ORD-00001509,PROD-000250,2,168.52,9.44
ITEM-000003783,ORD-00001509,PROD-000193,1,177.84,3.61
ITEM-000003784,ORD-00001509,PROD-000176,3,207.29,22.3
ITEM-000003785,ORD-00001509,PROD-000225,3,155.38,3.45
ITEM-000003786,ORD-00001510,PROD-000038,3,87.71,17.14
ITEM-000003787,ORD-00001510,PROD-000212,2,196.7,34.38
ITEM-000003788,ORD-00001511,PROD-000294,2,268.13,30.13
ITEM-000003789,ORD-00001511,PROD-000225,2,155.38,10.19
ITEM-000003790,ORD-00001511,PROD-000280,3,137.35,15.29
ITEM-000003791,ORD-00001512,PROD-000012,2,166.44,25.7
ITEM-000003792,ORD-00001512,PROD-000035,3,17.96,3.44
ITEM-000003793,ORD-00001512,PROD-000185,4,183.85,27.48
ITEM-000003794,ORD-00001513,PROD-000095,3,256.52,24.03
ITEM-000003795,ORD-00001513,PROD-000236,3,24.26,1.62
ITEM-000003796,ORD-00001514,PROD-000131,5,157.33,23.53
ITEM-000003797,ORD-00001514,PROD-000012,2,166.44,3.97
ITEM-000003798,ORD-00001514,PROD-000211,4,34.19,2.71
ITEM-000003799,ORD-00001515,PROD-000025,5,124.64,1.5
ITEM-000003800,ORD-00001515,PROD-000263,3,60.67,0.2
ITEM-000003801,ORD-00001515,PROD-000224,1,108.39,20.81
ITEM-000003802,ORD-00001515,PROD-000168,5,145.2,14.29
ITEM-000003803,ORD-00001516,PROD-000035,1,17.96,2.03
ITEM-000003804,ORD-00001516,PROD-000286,1,239.45,25.47
ITEM-000003805,ORD-00001516,PROD-000263,1,60.67,6.96
ITEM-000003806,ORD-00001517,PROD-000098,1,54.47,8.36
ITEM-000003807,ORD-00001517,PROD-000221,3,68.23,6.36
ITEM-000003808,ORD-00001517,PROD-000078,3,104.84,1.53
ITEM-000003809,ORD-00001517,PROD-000295,3,19.6,1.78
ITEM-000003810,ORD-00001518,PROD-000011,4,40.55,4.66
ITEM-000003811,ORD-00001518,PROD-000004,5,61.96,10.26
ITEM-000003812,ORD-00001518,PROD-000010,1,265.73,11.97
ITEM-000003813,ORD-00001518,PROD-000219,2,170.99,8.85
ITEM-000003814,ORD-00001519,PROD-000300,3,90.24,9.61
ITEM-000003815,ORD-00001519,PROD-000103,5,155.54,28.79
ITEM-000003816,ORD-00001520,PROD-000097,2,186.58,7.69
ITEM-000003817,ORD-00001520,PROD-000093,1,178.93,0.94
ITEM-000003818,ORD-00001521,PROD-000066,5,12.81,0.89
ITEM-000003819,ORD-00001522,PROD-000168,3,145.2,26.96
ITEM-000003820,ORD-00001523,PROD-000104,3,157.98,5.16
ITEM-000003821,ORD-00001523,PROD-000139,2,20.83,3.9
ITEM-000003822,ORD-00001524,PROD-000182,1,262.82,7.22
ITEM-000003823,ORD-00001524,PROD-000226,1,148.45,24.77
ITEM-000003824,ORD-00001525,PROD-000014,4,250.44,43.45
ITEM-000003825,ORD-00001525,PROD-000107,4,9.55,0.09
ITEM-000003826,ORD-00001525,PROD-000225,4,155.38,6.17
ITEM-000003827,ORD-00001525,PROD-000195,5,272.68,44.42
ITEM-000003828,ORD-00001526,PROD-000090,5,115.9,21.17
ITEM-000003829,ORD-00001527,PROD-000084,2,138.49,3.33
ITEM-000003830,ORD-00001528,PROD-000184,3,133.98,11.12
ITEM-000003831,ORD-00001528,PROD-000108,1,129.74,20.75
ITEM-000003832,ORD-00001528,PROD-000185,4,183.85,9.39
ITEM-000003833,ORD-00001528,PROD-000058,4,86.29,0.28
ITEM-000003834,ORD-00001529,PROD-000216,4,179.85,34.59
ITEM-000003835,ORD-00001529,PROD-000052,3,197.07,14.2
ITEM-000003836,ORD-00001529,PROD-000159,1,115.09,9.99
ITEM-000003837,ORD-00001529,PROD-000154,2,128.85,25.76
ITEM-000003838,ORD-00001530,PROD-000200,4,169.62,0.54
ITEM-000003839,ORD-00001531,PROD-000166,1,161.73,4.55
ITEM-000003840,ORD-00001531,PROD-000128,2,144.64,16.33
ITEM-000003841,ORD-00001531,PROD-000066,5,12.81,0.4
ITEM-000003842,ORD-00001532,PROD-000020,1,193.41,23.06
ITEM-000003843,ORD-00001532,PROD-000108,3,129.74,9.64
ITEM-000003844,ORD-00001532,PROD-000213,2,151.52,12.7
ITEM-000003845,ORD-00001532,PROD-000090,5,115.9,22.38
ITEM-000003846,ORD-00001533,PROD-000187,1,71.53,11.25
ITEM-000003847,ORD-00001533,PROD-000016,4,56.87,2.32
