payment_id,order_id,payment_method,payment_status,amount
PAY-00001090,ORD-00001090,TRANSFER,APPROVED,645.04
PAY-00001091,ORD-00001091,CASH,APPROVED,302.96
PAY-00001092,ORD-00001092,WALLET,REFUNDED,0.0
PAY-00001093,ORD-00001093,TRANSFER,APPROVED,585.82
PAY-00001094,ORD-00001094,CARD,APPROVED,577.98
PAY-00001095,ORD-00001095,CASH,APPROVED,272.98
PAY-00001096,ORD-00001096,WALLET,APPROVED,295.19
PAY-00001097,ORD-00001097,CARD,REJECTED,0.0
PAY-00001098,ORD-00001098,TRANSFER,APPROVED,530.71
PAY-00001099,ORD-00001099,TRANSFER,APPROVED,70.23
PAY-00001100,ORD-00001100,CASH,APPROVED,510.63
PAY-00001101,ORD-00001101,TRANSFER,APPROVED,223.19
PAY-00001102,ORD-00001102,CASH,APPROVED,374.34
PAY-00001103,ORD-00001103,CARD,APPROVED,181.58
PAY-00001104,ORD-00001104,CARD,APPROVED,897.75
PAY-00001105,ORD-00001105,CASH,APPROVED,28.9
PAY-00001106,ORD-00001106,TRANSFER,REFUNDED,0.0
PAY-00001107,ORD-00001107,CASH,APPROVED,630.42
PAY-00001108,ORD-00001108,CASH,APPROVED,390.35
PAY-00001109,ORD-00001109,CARD,APPROVED,390.92
PAY-00001110,ORD-00001110,CASH,APPROVED,253.29
PAY-00001111,ORD-00001111,TRANSFER,APPROVED,48.51
PAY-00001112,ORD-00001112,CASH,APPROVED,626.09
PAY-00001113,ORD-00001113,CASH,APPROVED,84.24
PAY-00001114,ORD-00001114,CASH,APPROVED,671.39
PAY-00001115,ORD-00001115,CARD,APPROVED,291.56
PAY-00001116,ORD-00001116,CASH,APPROVED,468.71
PAY-00001117,ORD-00001117,WALLET,APPROVED,880.32
PAY-00001118,ORD-00001118,WALLET,APPROVED,513.88
PAY-00001119,ORD-00001119,WALLET,APPROVED,595.84
PAY-00001120,ORD-00001120,TRANSFER,APPROVED,88.02
PAY-00001121,ORD-00001121,TRANSFER,APPROVED,263.66
PAY-00001122,ORD-00001122,CASH,APPROVED,820.47
PAY-00001123,ORD-00001123,WALLET,APPROVED,170.23
PAY-00001124,ORD-00001124,CARD,APPROVED,481.74
PAY-00001125,ORD-00001125,WALLET,APPROVED,681.19
PAY-00001126,ORD-00001126,WALLET,APPROVED,163.05
PAY-00001127,ORD-00001127,TRANSFER,APPROVED,683.6
PAY-00001128,ORD-00001128,TRANSFER,APPROVED,436.5
PAY-00001129,ORD-00001129,CARD,APPROVED,619.91
PAY-00001130,ORD-00001130,TRANSFER,APPROVED,25.5
PAY-00001131,ORD-00001131,CARD,APPROVED,866.16
PAY-00001132,ORD-00001132,WALLET,APPROVED,579.12
PAY-00001133,ORD-00001133,CARD,APPROVED,251.37
PAY-00001134,ORD-00001134,CARD,APPROVED,612.63
PAY-00001135,ORD-00001135,TRANSFER,APPROVED,614.78
PAY-00001136,ORD-00001136,TRANSFER,APPROVED,22.5
PAY-00001137,ORD-00001137,CARD,APPROVED,409.66
PAY-00001138,ORD-00001138,CARD,APPROVED,563.17
PAY-00001139,ORD-00001139,WALLET,REJECTED,0.0
PAY-00001140,ORD-00001140,WALLET,APPROVED,129.97
PAY-00001141,ORD-00001141,CARD,APPROVED,178.52
PAY-00001142,ORD-00001142,WALLET,APPROVED,843.52
PAY-00001143,ORD-00001143,CASH,APPROVED,605.81
PAY-00001144,ORD-00001144,TRANSFER,APPROVED,260.4
PAY-00001145,ORD-00001145,WALLET,APPROVED,734.33
PAY-00001146,ORD-00001146,CASH,APPROVED,172.92
PAY-00001147,ORD-00001147,CARD,APPROVED,584.35
PAY-00001148,ORD-00001148,WALLET,APPROVED,79.53
PAY-00001149,ORD-00001149,TRANSFER,APPROVED,146.74
PAY-00001150,ORD-00001150,CARD,APPROVED,634.55
PAY-00001151,ORD-00001151,CASH,APPROVED,846.82
PAY-00001152,ORD-00001152,CARD,APPROVED,17.93
PAY-00001153,ORD-00001153,CASH,APPROVED,488.74
PAY-00001154,ORD-00001154,WALLET,APPROVED,574.56
PAY-00001155,ORD-00001155,WALLET,APPROVED,865.42
PAY-00001156,ORD-00001156,CASH,APPROVED,49.81
PAY-00001157,ORD-00001157,TRANSFER,APPROVED,573.1
PAY-00001158,ORD-00001158,WALLET,APPROVED,138.85
PAY-00001159,ORD-00001159,WALLET,APPROVED,70.75
PAY-00001160,ORD-00001160,CARD,REFUNDED,0.0
PAY-00001161,ORD-00001161,TRANSFER,APPROVED,313.88
PAY-00001162,ORD-00001162,CARD,APPROVED,593.66
PAY-00001163,ORD-00001163,TRANSFER,APPROVED,527.72
PAY-00001164,ORD-00001164,CARD,APPROVED,31.87
PAY-00001165,ORD-00001165,WALLET,APPROVED,589.18
PAY-00001166,ORD-00001166,TRANSFER,APPROVED,101.1
PAY-00001167,ORD-00001167,TRANSFER,APPROVED,109.1
PAY-00001168,ORD-00001168,CASH,APPROVED,194.34
PAY-00001169,ORD-00001169,TRANSFER,APPROVED,878.63
PAY-00001170,ORD-00001170,CARD,APPROVED,539.88
PAY-00001171,ORD-00001171,CASH,APPROVED,163.73
PAY-00001172,ORD-00001172,TRANSFER,REFUNDED,0.0
PAY-00001173,ORD-00001173,WALLET,APPROVED,28.83
PAY-00001174,ORD-00001174,CARD,APPROVED,640.47
PAY-00001175,ORD-00001175,TRANSFER,APPROVED,197.45
PAY-00001176,ORD-00001176,WALLET,APPROVED,169.48
PAY-00001177,ORD-00001177,TRANSFER,APPROVED,556.66
PAY-00001178,ORD-00001178,CASH,APPROVED,508.57
PAY-00001179,ORD-00001179,CARD,APPROVED,888.3
PAY-00001180,ORD-00001180,WALLET,APPROVED,186.44
PAY-00001181,ORD-00001181,TRANSFER,APPROVED,156.39
PAY-00001182,ORD-00001182,CARD,APPROVED,399.68
PAY-00001183,ORD-00001183,TRANSFER,APPROVED,61.42
PAY-00001184,ORD-00001184,TRANSFER,APPROVED,77.71
PAY-00001185,ORD-00001185,CASH,APPROVED,190.89
PAY-00001186,ORD-00001186,CASH,APPROVED,303.63
PAY-00001187,ORD-00001187,TRANSFER,APPROVED,210.29
PAY-00001188,ORD-00001188,WALLET,APPROVED,836.18
PAY-00001189,ORD-00001189,CASH,APPROVED,186.83
PAY-00001190,ORD-00001190,CASH,APPROVED,627.61
PAY-00001191,ORD-00001191,CASH,APPROVED,166.51
PAY-00001192,ORD-00001192,CASH,APPROVED,579.63
PAY-00001193,ORD-00001193,CARD,APPROVED,91.53
PAY-00001194,ORD-00001194,TRANSFER,APPROVED,755.74
PAY-00001195,ORD-00001195,CARD,APPROVED,399.31
PAY-00001196,ORD-00001196,CARD,REJECTED,0.0
PAY-00001197,ORD-00001197,TRANSFER,APPROVED,461.23
PAY-00001198,ORD-00001198,CASH,APPROVED,227.85
PAY-00001199,ORD-00001199,CASH,REJECTED,0.0
PAY-00001200,ORD-00001200,CASH,APPROVED,284.78
PAY-00001201,ORD-00001201,CASH,APPROVED,36.61
PAY-00001202,ORD-00001202,CASH,APPROVED,786.32
PAY-00001203,ORD-00001203,WALLET,APPROVED,77.57
PAY-00001204,ORD-00001204,CARD,APPROVED,391.92
PAY-00001205,ORD-00001205,WALLET,APPROVED,198.32
PAY-00001206,ORD-00001206,TRANSFER,APPROVED,63.51
PAY-00001207,ORD-00001207,CASH,REJECTED,0.0
PAY-00001208,ORD-00001208,WALLET,APPROVED,588.63
PAY-00001209,ORD-00001209,TRANSFER,APPROVED,311.41
PAY-00001210,ORD-00001210,WALLET,APPROVED,637.02
PAY-00001211,ORD-00001211,CASH,APPROVED,809.67
PAY-00001212,ORD-00001212,CASH,APPROVED,320.53
PAY-00001213,ORD-00001213,TRANSFER,APPROVED,615.3
PAY-00001214,ORD-00001214,WALLET,APPROVED,851.65
PAY-00001215,ORD-00001215,CASH,APPROVED,797.32
PAY-00001216,ORD-00001216,WALLET,APPROVED,83.1
PAY-00001217,ORD-00001217,WALLET,APPROVED,789.37
PAY-00001218,ORD-00001218,TRANSFER,APPROVED,618.93
PAY-00001219,ORD-00001219,WALLET,APPROVED,667.87
PAY-00001220,ORD-00001220,WALLET,APPROVED,220.61
PAY-00001221,ORD-00001221,CASH,APPROVED,318.37
PAY-00001222,ORD-00001222,CASH,APPROVED,484.2
PAY-00001223,ORD-00001223,CASH,APPROVED,713.57
PAY-00001224,ORD-00001224,TRANSFER,APPROVED,270.01
PAY-00001225,ORD-00001225,CARD,APPROVED,861.25
PAY-00001226,ORD-00001226,WALLET,APPROVED,876.29
PAY-00001227,ORD-00001227,TRANSFER,APPROVED,118.47
PAY-00001228,ORD-00001228,CARD,APPROVED,342.16
PAY-00001229,ORD-00001229,CARD,REFUNDED,0.0
PAY-00001230,ORD-00001230,TRANSFER,APPROVED,829.58
PAY-00001231,ORD-00001231,CASH,APPROVED,153.11
PAY-00001232,ORD-00001232,TRANSFER,APPROVED,639.32
PAY-00001233,ORD-00001233,WALLET,APPROVED,659.76
PAY-00001234,ORD-00001234,CASH,APPROVED,811.65
PAY-00001235,ORD-00001235,WALLET,APPROVED,561.51
PAY-00001236,ORD-00001236,CARD,APPROVED,582.56
PAY-00001237,ORD-00001237,CASH,APPROVED,491.49
PAY-00001238,ORD-00001238,WALLET,APPROVED,449.06
PAY-00001239,ORD-00001239,TRANSFER,APPROVED,648.63
PAY-00001240,ORD-00001240,CARD,APPROVED,325.95
PAY-00001241,ORD-00001241,WALLET,APPROVED,659.15
PAY-00001242,ORD-00001242,CARD,APPROVED,659.28
PAY-00001243,ORD-00001243,WALLET,APPROVED,534.65
PAY-00001244,ORD-00001244,CASH,REJECTED,0.0
PAY-00001245,ORD-00001245,WALLET,APPROVED,377.37
PAY-00001246,ORD-00001246,CARD,APPROVED,643.57
PAY-00001247,ORD-00001247,TRANSFER,APPROVED,352.87
PAY-00001248,ORD-00001248,CASH,APPROVED,509.96
PAY-00001249,ORD-00001249,CARD,APPROVED,861.08
PAY-00001250,ORD-00001250,TRANSFER,APPROVED,805.03
PAY-00001251,ORD-00001251,CARD,APPROVED,691.78
PAY-00001252,ORD-00001252,TRANSFER,APPROVED,515.53
PAY-00001253,ORD-00001253,CASH,REFUNDED,0.0
PAY-00001254,ORD-00001254,CARD,APPROVED,159.12
PAY-00001255,ORD-00001255,TRANSFER,APPROVED,61.81
PAY-00001256,ORD-00001256,WALLET,APPROVED,483.71
PAY-00001257,ORD-00001257,CASH,APPROVED,177.17
PAY-00001258,ORD-00001258,WALLET,APPROVED,294.85
PAY-00001259,ORD-00001259,WALLET,APPROVED,632.7
PAY-00001260,ORD-00001260,CARD,APPROVED,26.41
PAY-00001261,ORD-00001261,CARD,APPROVED,821.05
PAY-00001262,ORD-00001262,CARD,APPROVED,718.67
PAY-00001263,ORD-00001263,TRANSFER,APPROVED,636.5
PAY-00001264,ORD-00001264,CASH,APPROVED,118.16
PAY-00001265,ORD-00001265,WALLET,APPROVED,335.87
PAY-00001266,ORD-00001266,CARD,APPROVED,317.71
PAY-00001267,ORD-00001267,TRANSFER,APPROVED,773.28
PAY-00001268,ORD-00001268,CASH,APPROVED,883.28
PAY-00001269,ORD-00001269,TRANSFER,APPROVED,443.57
PAY-00001270,ORD-00001270,CARD,APPROVED,469.43
PAY-00001271,ORD-00001271,CARD,APPROVED,605.81
PAY-00001272,ORD-00001272,WALLET,APPROVED,196.78
PAY-00001273,ORD-00001273,CARD,APPROVED,143.82
PAY-00001274,ORD-00001274,CARD,APPROVED,157.09
PAY-00001275,ORD-00001275,WALLET,APPROVED,75.48
PAY-00001276,ORD-00001276,CARD,APPROVED,648.49
PAY-00001277,ORD-00001277,CASH,APPROVED,656.93
PAY-00001278,ORD-00001278,CASH,APPROVED,435.12
PAY-00001279,ORD-00001279,TRANSFER,APPROVED,109.98
PAY-00001280,ORD-00001280,WALLET,APPROVED,216.39
PAY-00001281,ORD-00001281,CARD,APPROVED,135.28
PAY-00001282,ORD-00001282,TRANSFER,APPROVED,50.94
PAY-00001283,ORD-00001283,CASH,APPROVED,666.51
PAY-00001284,ORD-00001284,WALLET,APPROVED,375.44
PAY-00001285,ORD-00001285,CASH,APPROVED,806.86
PAY-00001286,ORD-00001286,CARD,APPROVED,898.87
PAY-00001287,ORD-00001287,TRANSFER,APPROVED,613.72
PAY-00001288,ORD-00001288,CARD,APPROVED,671.17
PAY-00001289,ORD-00001289,WALLET,APPROVED,191.19
PAY-00001290,ORD-00001290,WALLET,APPROVED,390.86
PAY-00001291,ORD-00001291,CARD,APPROVED,684.33
PAY-00001292,ORD-00001292,WALLET,APPROVED,605.01
PAY-00001293,ORD-00001293,TRANSFER,APPROVED,694.68
PAY-00001294,ORD-00001294,TRANSFER,APPROVED,849.03
PAY-00001295,ORD-00001295,CARD,APPROVED,38.67
PAY-00001296,ORD-00001296,TRANSFER,APPROVED,565.44
PAY-00001297,ORD-00001297,CARD,APPROVED,716.57
PAY-00001298,ORD-00001298,TRANSFER,APPROVED,495.06
PAY-00001299,ORD-00001299,CASH,APPROVED,691.11
PAY-00001300,ORD-00001300,CARD,APPROVED,293.38
PAY-00001301,ORD-00001301,TRANSFER,APPROVED,598.58
PAY-00001302,ORD-00001302,CASH,APPROVED,134.02
PAY-00001303,ORD-00001303,CARD,APPROVED,449.14
PAY-00001304,ORD-00001304,TRANSFER,APPROVED,771.1
PAY-00001305,ORD-00001305,TRANSFER,APPROVED,349.35
PAY-00001306,ORD-00001306,CASH,APPROVED,39.91
PAY-00001307,ORD-00001307,WALLET,APPROVED,531.81
PAY-00001308,ORD-00001308,WALLET,APPROVED,393.91
PAY-00001309,ORD-00001309,CASH,APPROVED,231.14
PAY-00001310,ORD-00001310,CARD,REFUNDED,0.0
PAY-00001311,ORD-00001311,WALLET,APPROVED,48.08
PAY-00001312,ORD-00001312,CARD,APPROVED,387.74
PAY-00001313,ORD-00001313,CARD,APPROVED,349.3
PAY-00001314,ORD-00001314,CASH,APPROVED,612.47
PAY-00001315,ORD-00001315,CARD,APPROVED,280.08
PAY-00001316,ORD-00001316,TRANSFER,APPROVED,877.08
PAY-00001317,ORD-00001317,TRANSFER,APPROVED,57.07
PAY-00001318,ORD-00001318,WALLET,APPROVED,862.78
PAY-00001319,ORD-00001319,WALLET,APPROVED,256.93
PAY-00001320,ORD-00001320,TRANSFER,APPROVED,719.15
PAY-00001321,ORD-00001321,CARD,APPROVED,398.13
PAY-00001322,ORD-00001322,CASH,APPROVED,471.1
PAY-00001323,ORD-00001323,CARD,APPROVED,570.64
PAY-00001324,ORD-00001324,TRANSFER,APPROVED,866.47
PAY-00001325,ORD-00001325,TRANSFER,APPROVED,486.46
PAY-00001326,ORD-00001326,WALLET,APPROVED,68.0
PAY-00001327,ORD-00001327,WALLET,APPROVED,621.5
PAY-00001328,ORD-00001328,WALLET,APPROVED,821.36
PAY-00001329,ORD-00001329,WALLET,APPROVED,586.75
PAY-00001330,ORD-00001330,TRANSFER,APPROVED,147.72
PAY-00001331,ORD-00001331,CASH,APPROVED,892.29
PAY-00001332,ORD-00001332,WALLET,APPROVED,135.74
PAY-00001333,ORD-00001333,WALLET,APPROVED,769.48
PAY-00001334,ORD-00001334,TRANSFER,APPROVED,808.41
PAY-00001335,ORD-00001335,TRANSFER,REFUNDED,0.0
PAY-00001336,ORD-00001336,CARD,APPROVED,520.31
PAY-00001337,ORD-00001337,CARD,REFUNDED,0.0
PAY-00001338,ORD-00001338,WALLET,APPROVED,699.27
PAY-00001339,ORD-00001339,CASH,APPROVED,673.4
PAY-00001340,ORD-00001340,TRANSFER,APPROVED,204.49
PAY-00001341,ORD-00001341,TRANSFER,APPROVED,487.12
PAY-00001342,ORD-00001342,CARD,APPROVED,435.25
PAY-00001343,ORD-00001343,CARD,APPROVED,340.45
PAY-00001344,ORD-00001344,TRANSFER,APPROVED,601.07
PAY-00001345,ORD-00001345,TRANSFER,APPROVED,355.45
PAY-00001346,ORD-00001346,TRANSFER,APPROVED,224.2
PAY-00001347,ORD-00001347,WALLET,APPROVED,843.65
PAY-00001348,ORD-00001348,WALLET,APPROVED,156.8
PAY-00001349,ORD-00001349,CASH,APPROVED,257.52
PAY-00001350,ORD-00001350,WALLET,APPROVED,834.95
PAY-00001351,ORD-00001351,TRANSFER,APPROVED,463.11
PAY-00001352,ORD-00001352,WALLET,APPROVED,416.14
PAY-00001353,ORD-00001353,CARD,APPROVED,715.05
PAY-00001354,ORD-00001354,TRANSFER,APPROVED,87.78
PAY-00001355,ORD-00001355,WALLET,APPROVED,621.89
PAY-00001356,ORD-00001356,TRANSFER,APPROVED,665.63
PAY-00001357,ORD-00001357,CARD,APPROVED,190.82
PAY-00001358,ORD-00001358,WALLET,APPROVED,797.64
PAY-00001359,ORD-00001359,TRANSFER,APPROVED,569.57
PAY-00001360,ORD-00001360,CASH,APPROVED,635.62
PAY-00001361,ORD-00001361,CARD,APPROVED,147.09
PAY-00001362,ORD-00001362,CASH,APPROVED,650.95
PAY-00001363,ORD-00001363,WALLET,APPROVED,646.5
PAY-00001364,ORD-00001364,CARD,APPROVED,353.14
PAY-00001365,ORD-00001365,CASH,APPROVED,265.43
PAY-00001366,ORD-00001366,TRANSFER,APPROVED,144.16
PAY-00001367,ORD-00001367,CARD,APPROVED,342.13
PAY-00001368,ORD-00001368,CASH,APPROVED,132.89
PAY-00001369,ORD-00001369,WALLET,APPROVED,641.98
PAY-00001370,ORD-00001370,TRANSFER,APPROVED,67.0
PAY-00001371,ORD-00001371,CARD,APPROVED,846.3
PAY-00001372,ORD-00001372,CASH,APPROVED,461.52
PAY-00001373,ORD-00001373,TRANSFER,APPROVED,804.62
PAY-00001374,ORD-00001374,WALLET,APPROVED,838.34
PAY-00001375,ORD-00001375,TRANSFER,APPROVED,484.43
PAY-00001376,ORD-00001376,CASH,REJECTED,0.0
PAY-00001377,ORD-00001377,CARD,REFUNDED,0.0
PAY-00001378,ORD-00001378,CASH,APPROVED,400.66
PAY-00001379,ORD-00001379,WALLET,APPROVED,831.72
PAY-00001380,ORD-00001380,WALLET,APPROVED,218.43
PAY-00001381,ORD-00001381,CARD,APPROVED,895.75
PAY-00001382,ORD-00001382,TRANSFER,APPROVED,642.49
PAY-00001383,ORD-00001383,TRANSFER,APPROVED,97.82
PAY-00001384,ORD-00001384,WALLET,APPROVED,742.98
PAY-00001385,ORD-00001385,CASH,APPROVED,874.89
PAY-00001386,ORD-00001386,TRANSFER,REFUNDED,0.0
PAY-00001387,ORD-00001387,WALLET,APPROVED,883.48
PAY-00001388,ORD-00001388,CASH,APPROVED,151.09
PAY-00001389,ORD-00001389,CARD,APPROVED,860.35
PAY-00001390,ORD-00001390,CASH,APPROVED,856.54
PAY-00001391,ORD-00001391,CARD,APPROVED,779.0
PAY-00001392,ORD-00001392,WALLET,APPROVED,673.26
PAY-00001393,ORD-00001393,CASH,APPROVED,172.54
PAY-00001394,ORD-00001394,WALLET,APPROVED,769.33
PAY-00001395,ORD-00001395,CARD,APPROVED,859.67
PAY-00001396,ORD-00001396,TRANSFER,APPROVED,830.7
PAY-00001397,ORD-00001397,TRANSFER,APPROVED,100.06
PAY-00001398,ORD-00001398,TRANSFER,REFUNDED,0.0
PAY-00001399,ORD-00001399,TRANSFER,APPROVED,558.27
PAY-00001400,ORD-00001400,CASH,APPROVED,876.35
PAY-00001401,ORD-00001401,CASH,REFUNDED,0.0
PAY-00001402,ORD-00001402,TRANSFER,APPROVED,817.88
PAY-00001403,ORD-00001403,CASH,APPROVED,477.94
PAY-00001404,ORD-00001404,CASH,APPROVED,469.37
PAY-00001405,ORD-00001405,CASH,APPROVED,518.1
PAY-00001406,ORD-00001406,CASH,APPROVED,29.4
PAY-00001407,ORD-00001407,WALLET,APPROVED,760.98
PAY-00001408,ORD-00001408,CARD,APPROVED,655.82
PAY-00001409,ORD-00001409,TRANSFER,APPROVED,827.53
PAY-00001410,ORD-00001410,TRANSFER,APPROVED,884.23
PAY-00001411,ORD-00001411,WALLET,APPROVED,20.17
PAY-00001412,ORD-00001412,CASH,APPROVED,373.51
PAY-00001413,ORD-00001413,CARD,APPROVED,734.62
PAY-00001414,ORD-00001414,CARD,APPROVED,92.56
PAY-00001415,ORD-00001415,TRANSFER,APPROVED,181.58
PAY-00001416,ORD-00001416,WALLET,APPROVED,400.67
PAY-00001417,ORD-00001417,WALLET,APPROVED,696.2
PAY-00001418,ORD-00001418,WALLET,APPROVED,149.89
PAY-00001419,ORD-00001419,WALLET,APPROVED,775.92
PAY-00001420,ORD-00001420,CARD,APPROVED,361.68
PAY-00001421,ORD-00001421,TRANSFER,APPROVED,766.03
PAY-00001422,ORD-00001422,WALLET,REJECTED,0.0
PAY-00001423,ORD-00001423,WALLET,APPROVED,68.72
PAY-00001424,ORD-00001424,TRANSFER,APPROVED,805.2
PAY-00001425,ORD-00001425,CASH,APPROVED,586.87
PAY-00001426,ORD-00001426,CASH,APPROVED,185.1
PAY-00001427,ORD-00001427,CASH,APPROVED,621.2
PAY-00001428,ORD-00001428,WALLET,APPROVED,274.65
PAY-00001429,ORD-00001429,CARD,APPROVED,610.7
PAY-00001430,ORD-00001430,CARD,APPROVED,762.41
PAY-00001431,ORD-00001431,CASH,APPROVED,129.25
PAY-00001432,ORD-00001432,TRANSFER,APPROVED,849.6
PAY-00001433,ORD-00001433,CASH,APPROVED,31.05
PAY-00001434,ORD-00001434,CASH,APPROVED,775.62
PAY-00001435,ORD-00001435,TRANSFER,APPROVED,561.54
PAY-00001436,ORD-00001436,CASH,REFUNDED,0.0
PAY-00001437,ORD-00001437,TRANSFER,APPROVED,148.79
PAY-00001438,ORD-00001438,TRANSFER,APPROVED,835.07
PAY-00001439,ORD-00001439,CARD,APPROVED,554.55
PAY-00001440,ORD-00001440,TRANSFER,APPROVED,108.29
PAY-00001441,ORD-00001441,CASH,APPROVED,273.53
PAY-00001442,ORD-00001442,TRANSFER,APPROVED,336.91
PAY-00001443,ORD-00001443,CASH,APPROVED,382.94
PAY-00001444,ORD-00001444,TRANSFER,APPROVED,461.95
PAY-00001445,ORD-00001445,CARD,APPROVED,603.52
PAY-00001446,ORD-00001446,CASH,APPROVED,137.12
PAY-00001447,ORD-00001447,CASH,REJECTED,0.0
PAY-00001448,ORD-00001448,CASH,APPROVED,696.58
PAY-00001449,ORD-00001449,TRANSFER,APPROVED,293.6
PAY-00001450,ORD-00001450,CARD,APPROVED,686.89
PAY-00001451,ORD-00001451,CARD,REFUNDED,0.0
PAY-00001452,ORD-00001452,TRANSFER,APPROVED,386.09
PAY-00001453,ORD-00001453,CASH,APPROVED,653.57
PAY-00001454,ORD-00001454,WALLET,REFUNDED,0.0
PAY-00001455,ORD-00001455,CARD,REJECTED,0.0
PAY-00001456,ORD-00001456,TRANSFER,APPROVED,706.68
PAY-00001457,ORD-00001457,TRANSFER,APPROVED,311.03
PAY-00001458,ORD-00001458,WALLET,APPROVED,493.6
PAY-00001459,ORD-00001459,CASH,APPROVED,684.99
PAY-00001460,ORD-00001460,WALLET,APPROVED,751.52
PAY-00001461,ORD-00001461,TRANSFER,APPROVED,759.8
PAY-00001462,ORD-00001462,WALLET,APPROVED,591.1
PAY-00001463,ORD-00001463,CARD,APPROVED,884.91
PAY-00001464,ORD-00001464,CARD,APPROVED,844.72
PAY-00001465,ORD-00001465,CASH,APPROVED,266.81
PAY-00001466,ORD-00001466,WALLET,APPROVED,647.2
PAY-00001467,ORD-00001467,WALLET,APPROVED,185.41
PAY-00001468,ORD-00001468,WALLET,APPROVED,391.74
PAY-00001469,ORD-00001469,TRANSFER,APPROVED,436.48
PAY-00001470,ORD-00001470,CASH,APPROVED,509.69
PAY-00001471,ORD-00001471,TRANSFER,APPROVED,578.27
PAY-00001472,ORD-00001472,TRANSFER,APPROVED,383.98
PAY-00001473,ORD-00001473,TRANSFER,APPROVED,129.51
PAY-00001474,ORD-00001474,WALLET,APPROVED,203.19
PAY-00001475,ORD-00001475,CASH,APPROVED,857.36
PAY-00001476,ORD-00001476,TRANSFER,APPROVED,271.29
PAY-00001477,ORD-00001477,CARD,REJECTED,0.0
PAY-00001478,ORD-00001478,TRANSFER,APPROVED,388.25
PAY-00001479,ORD-00001479,CASH,APPROVED,739.93
PAY-00001480,ORD-00001480,WALLET,APPROVED,54.54
PAY-00001481,ORD-00001481,WALLET,APPROVED,706.49
PAY-00001482,ORD-00001482,CASH,APPROVED,461.72
PAY-00001483,ORD-00001483,CASH,APPROVED,659.16
PAY-00001484,ORD-00001484,CARD,APPROVED,811.72
PAY-00001485,ORD-00001485,CARD,APPROVED,586.64
PAY-00001486,ORD-00001486,TRANSFER,APPROVED,719.6
PAY-00001487,ORD-00001487,WALLET,APPROVED,90.36
PAY-00001488,ORD-00001488,WALLET,APPROVED,862.2
PAY-00001489,ORD-00001489,CASH,APPROVED,121.45
PAY-00001490,ORD-00001490,TRANSFER,APPROVED,197.14
PAY-00001491,ORD-00001491,TRANSFER,APPROVED,729.13
PAY-00001492,ORD-00001492,CASH,APPROVED,841.46
PAY-00001493,ORD-00001493,CASH,APPROVED,295.88
PAY-00001494,ORD-00001494,WALLET,APPROVED,142.47
PAY-00001495,ORD-00001495,WALLET,REFUNDED,0.0
PAY-00001496,ORD-00001496,WALLET,APPROVED,66.77
PAY-00001497,ORD-00001497,WALLET,REFUNDED,0.0
PAY-00001498,ORD-00001498,CARD,APPROVED,227.07
PAY-00001499,ORD-00001499,CARD,APPROVED,355.77
PAY-00001500,ORD-00001500,WALLET,APPROVED,72.93
PAY-00001501,ORD-00001501,WALLET,APPROVED,867.68
PAY-00001502,ORD-00001502,CASH,APPROVED,126.13
PAY-00001503,ORD-00001503,CASH,APPROVED,871.6
PAY-00001504,ORD-00001504,CARD,REJECTED,0.0
PAY-00001505,ORD-00001505,WALLET,APPROVED,564.35
PAY-00001506,ORD-00001506,WALLET,APPROVED,830.8
PAY-00001507,ORD-00001507,CARD,APPROVED,760.56
PAY-00001508,ORD-00001508,CARD,APPROVED,669.18
PAY-00001509,ORD-00001509,WALLET,APPROVED,749.99
PAY-00001510,ORD-00001510,CASH,APPROVED,461.77
PAY-00001511,ORD-00001511,TRANSFER,APPROVED,881.98
PAY-00001512,ORD-00001512,TRANSFER,APPROVED,299.65
PAY-00001513,ORD-00001513,WALLET,APPROVED,627.28
PAY-00001514,ORD-00001514,TRANSFER,APPROVED,23.48
PAY-00001515,ORD-00001515,CARD,APPROVED,491.25
PAY-00001516,ORD-00001516,WALLET,APPROVED,804.93
PAY-00001517,ORD-00001517,CARD,APPROVED,734.31
PAY-00001518,ORD-00001518,CASH,APPROVED,694.65
PAY-00001519,ORD-00001519,TRANSFER,APPROVED,843.58
PAY-00001520,ORD-00001520,TRANSFER,APPROVED,617.29
PAY-00001521,ORD-00001521,CARD,APPROVED,568.33
PAY-00001522,ORD-00001522,WALLET,APPROVED,871.06
PAY-00001523,ORD-00001523,TRANSFER,APPROVED,886.07
PAY-00001524,ORD-00001524,CARD,APPROVED,165.87
PAY-00001525,ORD-00001525,CASH,APPROVED,535.53
PAY-00001526,ORD-00001526,WALLET,REFUNDED,0.0
PAY-00001527,ORD-00001527,TRANSFER,APPROVED,615.01
PAY-00001528,ORD-00001528,TRANSFER,APPROVED,617.4
PAY-00001529,ORD-00001529,TRANSFER,APPROVED,849.62
PAY-00001530,ORD-00001530,CASH,APPROVED,375.09
PAY-00001531,ORD-00001531,CASH,APPROVED,686.73
PAY-00001532,ORD-00001532,WALLET,APPROVED,386.75
PAY-00001533,ORD-00001533,CARD,APPROVED,793.89
PAY-00001534,ORD-00001534,CASH,APPROVED,390.08
PAY-00001535,ORD-00001535,TRANSFER,APPROVED,70.62
PAY-00001536,ORD-00001536,WALLET,APPROVED,539.39
PAY-00001537,ORD-00001537,WALLET,APPROVED,225.95
PAY-00001538,ORD-00001538,CASH,APPROVED,850.04
