order_id,customer_id,store_id,order_date,channel,status,total_amount
ORD-00000919,CUST-000289,,2025-10-03,ECOMMERCE,COMPLETED,403.0
ORD-00000920,CUST-000093,STORE-0003,2025-01-16,STORE,COMPLETED,317.59
ORD-00000921,CUST-000819,STORE-0008,2026-01-16,STORE,COMPLETED,715.41
ORD-00000922,CUST-000864,STORE-0003,2025-02-27,STORE,COMPLETED,362.29
ORD-00000923,CUST-000186,STORE-0004,2025-09-14,STORE,COMPLETED,748.0
ORD-00000924,CUST-000787,STORE-0012,2025-09-12,STORE,COMPLETED,877.85
ORD-00000925,CUST-000035,STORE-0004,2026-04-17,STORE,COMPLETED,98.15
ORD-00000926,CUST-000214,,2026-04-30,ECOMMERCE,COMPLETED,865.67
ORD-00000927,CUST-000163,,2025-02-13,ECOMMERCE,COMPLETED,501.38
ORD-00000928,CUST-000493,STORE-0011,2025-11-02,STORE,COMPLETED,800.45
ORD-00000929,CUST-000224,,2025-04-26,ECOMMERCE,COMPLETED,399.23
ORD-00000930,CUST-000814,STORE-0005,2026-08-22,STORE,COMPLETED,713.39
ORD-00000931,CUST-000044,STORE-0010,2026-05-02,STORE,COMPLETED,152.17
ORD-00000932,CUST-000255,,2025-06-11,ECOMMERCE,COMPLETED,622.06
ORD-00000933,CUST-000993,STORE-0011,2025-03-03,STORE,COMPLETED,585.45
ORD-00000934,CUST-000811,,2025-04-20,ECOMMERCE,COMPLETED,220.92
ORD-00000935,CUST-000808,,2025-12-22,ECOMMERCE,COMPLETED,403.27
ORD-00000936,CUST-000706,STORE-0007,2026-01-02,STORE,COMPLETED,236.87
ORD-00000937,CUST-000724,STORE-0008,2026-07-27,STORE,COMPLETED,631.88
ORD-00000938,CUST-000192,STORE-0009,2025-12-23,STORE,COMPLETED,429.53
ORD-00000939,CUST-000614,,2026-07-22,ECOMMERCE,COMPLETED,485.06
ORD-00000940,CUST-000840,STORE-0005,2026-07-09,STORE,COMPLETED,15.64
ORD-00000941,CUST-000389,STORE-0012,2025-07-09,STORE,CANCELLED,563.47
ORD-00000942,CUST-000636,STORE-0004,2025-11-25,STORE,COMPLETED,597.59
ORD-00000943,CUST-000397,STORE-0004,2026-06-21,STORE,COMPLETED,692.67
ORD-00000944,CUST-000290,STORE-0006,2026-02-24,STORE,COMPLETED,112.76
ORD-00000945,CUST-000069,STORE-0001,2025-05-13,STORE,COMPLETED,42.68
ORD-00000946,CUST-000197,STORE-0002,2025-02-02,STORE,COMPLETED,755.13
ORD-00000947,CUST-000539,,2026-08-28,ECOMMERCE,COMPLETED,339.22
ORD-00000948,CUST-000073,STORE-0001,2025-08-02,STORE,COMPLETED,836.64
ORD-00000949,CUST-000480,,2025-03-04,ECOMMERCE,COMPLETED,672.98
ORD-00000950,CUST-000842,,2026-01-13,ECOMMERCE,COMPLETED,66.6
ORD-00000951,CUST-000542,STORE-0001,2025-03-14,STORE,COMPLETED,83.97
ORD-00000952,CUST-000532,STORE-0002,2025-04-14,STORE,COMPLETED,485.52
ORD-00000953,CUST-000539,STORE-0011,2025-09-12,STORE,COMPLETED,853.54
ORD-00000954,CUST-000572,STORE-0007,2025-04-19,STORE,COMPLETED,525.26
ORD-00000955,CUST-000720,,2026-03-14,ECOMMERCE,CANCELLED,162.63
ORD-00000956,CUST-000412,STORE-0009,2025-12-12,STORE,COMPLETED,487.5
ORD-00000957,CUST-000956,STORE-0006,2025-11-19,STORE,COMPLETED,897.21
ORD-00000958,CUST-000423,,2026-03-17,ECOMMERCE,COMPLETED,301.25
ORD-00000959,CUST-000559,STORE-0004,2026-01-20,STORE,COMPLETED,834.64
ORD-00000960,CUST-000985,STORE-0008,2026-04-04,STORE,RETURNED,15.17
ORD-00000961,CUST-000292,STORE-0010,2025-01-17,STORE,COMPLETED,894.17
ORD-00000962,CUST-000308,STORE-0004,2025-08-08,STORE,COMPLETED,34.21
ORD-00000963,CUST-000707,,2025-10-10,ECOMMERCE,CANCELLED,467.48
ORD-00000964,CUST-000586,STORE-0003,2025-04-07,STORE,COMPLETED,329.76
ORD-00000965,CUST-000376,STORE-0010,2025-09-13,STORE,COMPLETED,732.8
ORD-00000966,CUST-000410,STORE-0010,2025-08-11,STORE,COMPLETED,655.37
ORD-00000967,CUST-000178,,2026-05-15,ECOMMERCE,COMPLETED,625.29
ORD-00000968,CUST-000930,STORE-0002,2025-11-04,STORE,COMPLETED,730.38
ORD-00000969,CUST-000799,STORE-0001,2025-12-09,STORE,COMPLETED,738.17
ORD-00000970,CUST-000889,STORE-0002,2025-08-21,STORE,COMPLETED,766.79
ORD-00000971,CUST-000650,,2026-01-27,ECOMMERCE,COMPLETED,479.08
ORD-00000972,CUST-000579,STORE-0003,2025-12-01,STORE,COMPLETED,210.41
ORD-00000973,CUST-000750,STORE-0007,2026-04-02,STORE,COMPLETED,524.1
ORD-00000974,CUST-000443,STORE-0005,2026-02-08,STORE,COMPLETED,312.51
ORD-00000975,CUST-000764,STORE-0001,2026-07-16,STORE,COMPLETED,90.29
ORD-00000976,CUST-000793,STORE-0012,2025-05-14,STORE,COMPLETED,440.62
ORD-00000977,CUST-000405,STORE-0011,2026-08-09,STORE,COMPLETED,560.16
ORD-00000978,CUST-000253,,2025-09-06,ECOMMERCE,COMPLETED,702.44
ORD-00000979,CUST-000947,STORE-0010,2025-04-02,STORE,COMPLETED,381.02
ORD-00000980,CUST-000196,STORE-0006,2025-12-19,STORE,COMPLETED,36.42
ORD-00000981,CUST-000359,STORE-0010,2026-03-29,STORE,COMPLETED,404.81
ORD-00000982,CUST-000240,,2025-07-24,ECOMMERCE,COMPLETED,153.05
ORD-00000983,CUST-000088,,2025-04-26,ECOMMERCE,COMPLETED,230.1
ORD-00000984,CUST-000152,STORE-0005,2025-01-15,STORE,COMPLETED,726.79
ORD-00000985,CUST-000483,STORE-0001,2025-12-06,STORE,COMPLETED,491.13
ORD-00000986,CUST-000536,STORE-0005,2026-07-16,STORE,COMPLETED,660.98
ORD-00000987,CUST-000716,STORE-0011,2025-01-19,STORE,COMPLETED,816.85
ORD-00000988,CUST-000262,STORE-0003,2025-03-03,STORE,COMPLETED,713.43
ORD-00000989,CUST-000055,STORE-0008,2025-01-09,STORE,COMPLETED,599.43
ORD-00000990,CUST-000935,,2026-01-04,ECOMMERCE,COMPLETED,31.88
ORD-00000991,CUST-000665,,2026-01-31,ECOMMERCE,COMPLETED,351.92
ORD-00000992,CUST-000102,,2025-11-20,ECOMMERCE,COMPLETED,543.44
ORD-00000993,CUST-000204,STORE-0009,2026-04-14,STORE,COMPLETED,645.54
ORD-00000994,CUST-000945,STORE-0009,2025-11-09,STORE,COMPLETED,363.16
ORD-00000995,CUST-000356,STORE-0011,2025-12-27,STORE,COMPLETED,282.56
ORD-00000996,CUST-000514,,2025-10-10,ECOMMERCE,COMPLETED,568.83
ORD-00000997,CUST-000912,,2025-01-31,ECOMMERCE,RETURNED,854.97
ORD-00000998,CUST-000350,STORE-0007,2025-05-21,STORE,COMPLETED,353.25
ORD-00000999,CUST-000628,,2025-08-21,ECOMMERCE,COMPLETED,522.02
ORD-00001000,CUST-000320,STORE-0010,2025-12-04,STORE,COMPLETED,131.62
ORD-00001001,CUST-000595,,2026-07-09,ECOMMERCE,COMPLETED,194.04
ORD-00001002,CUST-000706,STORE-0012,2026-06-21,STORE,CANCELLED,395.61
ORD-00001003,CUST-000789,,2025-05-29,ECOMMERCE,COMPLETED,514.89
ORD-00001004,CUST-000070,STORE-0009,2026-06-30,STORE,RETURNED,119.77
ORD-00001005,CUST-000901,STORE-0003,2025-01-31,STORE,COMPLETED,793.92
ORD-00001006,CUST-000422,STORE-0005,2026-03-30,STORE,COMPLETED,742.2
ORD-00001007,CUST-000757,STORE-0005,2025-06-05,STORE,COMPLETED,109.49
ORD-00001008,CUST-000781,STORE-0010,2025-10-01,STORE,COMPLETED,556.94
ORD-00001009,CUST-000237,STORE-0011,2025-01-27,STORE,COMPLETED,624.01
ORD-00001010,CUST-000515,STORE-0010,2026-04-26,STORE,COMPLETED,345.95
ORD-00001011,CUST-000504,,2026-05-01,ECOMMERCE,COMPLETED,186.03
ORD-00001012,CUST-000783,STORE-0001,2025-10-04,STORE,RETURNED,211.96
ORD-00001013,CUST-000208,,2025-07-29,ECOMMERCE,COMPLETED,835.49
ORD-00001014,CUST-000888,,2026-05-17,ECOMMERCE,COMPLETED,782.1
ORD-00001015,CUST-000438,,2026-02-19,ECOMMERCE,COMPLETED,553.02
ORD-00001016,CUST-000738,,2025-11-17,ECOMMERCE,COMPLETED,846.14
ORD-00001017,CUST-000550,STORE-0009,2025-02-09,STORE,COMPLETED,414.67
ORD-00001018,CUST-000044,,2025-09-09,ECOMMERCE,COMPLETED,365.12
ORD-00001019,CUST-000572,,2026-02-01,ECOMMERCE,COMPLETED,573.12
ORD-00001020,CUST-000299,STORE-0008,2026-02-12,STORE,CANCELLED,699.7
ORD-00001021,CUST-000171,STORE-0007,2025-10-29,STORE,COMPLETED,63.27
ORD-00001022,CUST-000146,STORE-0008,2026-04-08,STORE,COMPLETED,458.08
ORD-00001023,CUST-000600,STORE-0012,2026-07-14,STORE,COMPLETED,381.0
ORD-00001024,CUST-000184,STORE-0008,2026-08-28,STORE,CANCELLED,807.78
ORD-00001025,CUST-000093,,2025-09-14,ECOMMERCE,COMPLETED,588.99
ORD-00001026,CUST-000168,,2025-05-07,ECOMMERCE,COMPLETED,640.01
ORD-00001027,CUST-000088,STORE-0009,2026-01-29,STORE,COMPLETED,878.04
ORD-00001028,CUST-000164,STORE-0007,2026-07-18,STORE,COMPLETED,694.91
ORD-00001029,CUST-000580,,2025-06-03,ECOMMERCE,COMPLETED,142.98
ORD-00001030,CUST-000053,,2026-03-06,ECOMMERCE,COMPLETED,661.19
ORD-00001031,CUST-000296,,2025-07-05,ECOMMERCE,COMPLETED,131.44
ORD-00001032,CUST-000638,STORE-0005,2025-01-13,STORE,COMPLETED,772.04
ORD-00001033,CUST-000006,STORE-0010,2026-05-21,STORE,COMPLETED,536.14
ORD-00001034,CUST-000420,STORE-0008,2025-03-23,STORE,COMPLETED,20.82
ORD-00001035,CUST-000285,,2026-07-25,ECOMMERCE,COMPLETED,198.76
ORD-00001036,CUST-000057,STORE-0011,2025-12-24,STORE,COMPLETED,770.64
ORD-00001037,CUST-000859,,2025-11-02,ECOMMERCE,COMPLETED,92.62
ORD-00001038,CUST-000183,STORE-0003,2025-10-19,STORE,COMPLETED,626.99
ORD-00001039,CUST-000807,STORE-0009,2025-07-01,STORE,RETURNED,678.16
ORD-00001040,CUST-000037,STORE-0002,2025-11-03,STORE,COMPLETED,809.31
ORD-00001041,CUST-000777,,2026-03-14,ECOMMERCE,COMPLETED,72.46
ORD-00001042,CUST-000125,STORE-0012,2025-10-09,STORE,COMPLETED,381.18
ORD-00001043,CUST-000215,STORE-0010,2025-03-01,STORE,COMPLETED,660.81
ORD-00001044,CUST-000090,STORE-0008,2025-10-22,STORE,COMPLETED,765.3
ORD-00001045,CUST-000589,STORE-0010,2025-12-29,STORE,RETURNED,558.65
ORD-00001046,CUST-000747,STORE-0011,2026-05-25,STORE,COMPLETED,174.22
ORD-00001047,CUST-000726,STORE-0005,2025-07-18,STORE,COMPLETED,36.23
ORD-00001048,CUST-000121,STORE-0012,2025-08-01,STORE,COMPLETED,899.1
ORD-00001049,CUST-000342,STORE-0006,2026-07-28,STORE,COMPLETED,202.92
ORD-00001050,CUST-000707,STORE-0005,2025-09-18,STORE,COMPLETED,287.38
ORD-00001051,CUST-000332,STORE-0001,2025-04-27,STORE,COMPLETED,317.11
ORD-00001052,CUST-000631,,2025-01-30,ECOMMERCE,COMPLETED,186.7
ORD-00001053,CUST-000945,,2026-05-06,ECOMMERCE,CANCELLED,720.57
ORD-00001054,CUST-000494,STORE-0003,2026-04-17,STORE,CANCELLED,490.22
ORD-00001055,CUST-000803,STORE-0007,2025-02-27,STORE,COMPLETED,279.92
ORD-00001056,CUST-000324,,2026-07-23,ECOMMERCE,COMPLETED,199.31
ORD-00001057,CUST-000819,,2025-12-29,ECOMMERCE,COMPLETED,147.13
ORD-00001058,CUST-000348,,2026-01-20,ECOMMERCE,COMPLETED,760.53
ORD-00001059,CUST-000399,STORE-0003,2025-04-30,STORE,COMPLETED,680.11
ORD-00001060,CUST-000323,,2025-02-02,ECOMMERCE,COMPLETED,91.82
ORD-00001061,CUST-000381,,2026-04-08,ECOMMERCE,COMPLETED,282.83
ORD-00001062,CUST-000180,STORE-0002,2026-01-19,STORE,COMPLETED,703.34
ORD-00001063,CUST-000455,,2026-06-03,ECOMMERCE,COMPLETED,442.16
ORD-00001064,CUST-000195,STORE-0006,2026-05-11,STORE,COMPLETED,478.41
ORD-00001065,CUST-000147,,2025-04-11,ECOMMERCE,COMPLETED,845.15
ORD-00001066,CUST-000136,,2025-07-30,ECOMMERCE,COMPLETED,421.54
ORD-00001067,CUST-000535,,2025-04-29,ECOMMERCE,COMPLETED,840.12
ORD-00001068,CUST-000609,,2025-03-31,ECOMMERCE,COMPLETED,801.93
ORD-00001069,CUST-000785,STORE-0011,2025-11-16,STORE,COMPLETED,686.27
ORD-00001070,CUST-000215,STORE-0006,2025-07-25,STORE,COMPLETED,259.83
ORD-00001071,CUST-000452,STORE-0011,2025-05-01,STORE,COMPLETED,154.38
ORD-00001072,CUST-000982,STORE-0010,2026-07-28,STORE,COMPLETED,197.82
ORD-00001073,CUST-000327,STORE-0005,2025-05-25,STORE,RETURNED,726.54
ORD-00001074,CUST-000176,STORE-0002,2025-11-15,STORE,COMPLETED,314.78
ORD-00001075,CUST-000134,STORE-0001,2026-04-28,STORE,CANCELLED,59.65
ORD-00001076,CUST-000089,STORE-0007,2026-02-06,STORE,COMPLETED,542.57
ORD-00001077,CUST-000857,STORE-0012,2026-04-02,STORE,COMPLETED,291.51
ORD-00001078,CUST-000731,,2026-07-01,ECOMMERCE,COMPLETED,831.66
ORD-00001079,CUST-000582,,2025-05-15,ECOMMERCE,COMPLETED,725.08
ORD-00001080,CUST-000100,,2026-04-12,ECOMMERCE,COMPLETED,585.31
ORD-00001081,CUST-000482,,2025-08-26,ECOMMERCE,RETURNED,142.19
ORD-00001082,CUST-000265,,2026-01-08,ECOMMERCE,COMPLETED,634.16
ORD-00001083,CUST-000808,,2025-11-29,ECOMMERCE,COMPLETED,41.78
ORD-00001084,CUST-000360,STORE-0008,2026-04-18,STORE,COMPLETED,264.8
ORD-00001085,CUST-000589,STORE-0003,2026-06-05,STORE,COMPLETED,738.53
ORD-00001086,CUST-000334,,2026-07-24,ECOMMERCE,COMPLETED,716.3
ORD-00001087,CUST-000411,STORE-0010,2026-02-28,STORE,COMPLETED,230.67
ORD-00001088,CUST-000494,STORE-0007,2025-03-09,STORE,COMPLETED,735.32
ORD-00001089,CUST-000804,STORE-0007,2026-08-04,STORE,COMPLETED,496.91
ORD-00001090,CUST-000679,STORE-0011,2025-03-21,STORE,COMPLETED,645.04
ORD-00001091,CUST-000118,,2026-08-30,ECOMMERCE,COMPLETED,302.96
ORD-00001092,CUST-000456,STORE-0003,2025-11-12,STORE,RETURNED,76.6
ORD-00001093,CUST-000834,STORE-0010,2026-01-24,STORE,COMPLETED,585.82
ORD-00001094,CUST-000223,STORE-0003,2026-08-18,STORE,CANCELLED,577.98
ORD-00001095,CUST-000151,STORE-0011,2025-06-02,STORE,COMPLETED,272.98
ORD-00001096,CUST-000458,STORE-0004,2025-07-30,STORE,COMPLETED,295.19
ORD-00001097,CUST-000936,STORE-0011,2025-11-08,STORE,CANCELLED,843.96
ORD-00001098,CUST-000938,,2025-12-19,ECOMMERCE,PENDING,530.71
ORD-00001099,CUST-000523,STORE-0007,2025-05-11,STORE,COMPLETED,70.23
ORD-00001100,CUST-000992,,2025-02-24,ECOMMERCE,COMPLETED,510.63
ORD-00001101,CUST-000113,,2025-10-16,ECOMMERCE,COMPLETED,223.19
ORD-00001102,CUST-000404,,2025-11-22,ECOMMERCE,COMPLETED,374.34
ORD-00001103,CUST-000217,STORE-0011,2025-06-27,STORE,COMPLETED,181.58
ORD-00001104,CUST-000947,STORE-0006,2026-03-04,STORE,COMPLETED,897.75
ORD-00001105,CUST-000138,,2025-01-12,ECOMMERCE,COMPLETED,28.9
ORD-00001106,CUST-000499,,2026-03-24,ECOMMERCE,RETURNED,135.16
ORD-00001107,CUST-000826,STORE-0007,2026-04-12,STORE,CANCELLED,630.42
ORD-00001108,CUST-000639,,2025-07-04,ECOMMERCE,COMPLETED,390.35
ORD-00001109,CUST-000394,,2025-12-30,ECOMMERCE,COMPLETED,390.92
ORD-00001110,CUST-000511,STORE-0012,2025-08-31,STORE,COMPLETED,253.29
ORD-00001111,CUST-000591,,2026-01-11,ECOMMERCE,COMPLETED,48.51
ORD-00001112,CUST-000378,STORE-0002,2026-08-18,STORE,COMPLETED,626.09
ORD-00001113,CUST-000749,STORE-0009,2025-10-14,STORE,COMPLETED,84.24
ORD-00001114,CUST-000091,,2025-09-09,ECOMMERCE,COMPLETED,671.39
ORD-00001115,CUST-000080,,2026-07-07,ECOMMERCE,COMPLETED,291.56
ORD-00001116,CUST-000352,STORE-0009,2025-01-12,STORE,COMPLETED,468.71
ORD-00001117,CUST-000752,STORE-0006,2026-03-08,STORE,COMPLETED,880.32
ORD-00001118,CUST-000172,STORE-0001,2025-11-08,STORE,COMPLETED,513.88
ORD-00001119,CUST-000485,STORE-0010,2025-06-23,STORE,COMPLETED,595.84
ORD-00001120,CUST-000756,STORE-0010,2025-01-28,STORE,COMPLETED,88.02
ORD-00001121,CUST-000872,STORE-0005,2025-09-16,STORE,COMPLETED,263.66
ORD-00001122,CUST-000015,,2025-04-25,ECOMMERCE,COMPLETED,820.47
ORD-00001123,CUST-000675,,2026-04-03,ECOMMERCE,COMPLETED,170.23
ORD-00001124,CUST-000242,,2026-05-12,ECOMMERCE,COMPLETED,481.74
ORD-00001125,CUST-000087,STORE-0003,2025-06-07,STORE,COMPLETED,681.19
ORD-00001126,CUST-000393,STORE-0004,2026-03-27,STORE,COMPLETED,163.05
ORD-00001127,CUST-000863,STORE-0006,2025-02-25,STORE,COMPLETED,683.6
ORD-00001128,CUST-000172,STORE-0008,2026-02-13,STORE,COMPLETED,436.5
ORD-00001129,CUST-000945,,2026-06-30,ECOMMERCE,COMPLETED,619.91
ORD-00001130,CUST-000269,STORE-0003,2026-06-28,STORE,COMPLETED,25.5
ORD-00001131,CUST-000460,,2026-01-27,ECOMMERCE,COMPLETED,866.16
ORD-00001132,CUST-000043,,2025-04-10,ECOMMERCE,CANCELLED,579.12
ORD-00001133,CUST-000443,,2025-10-07,ECOMMERCE,COMPLETED,251.37
ORD-00001134,CUST-000671,STORE-0010,2026-02-05,STORE,COMPLETED,612.63
ORD-00001135,CUST-000689,STORE-0010,2025-07-19,STORE,COMPLETED,614.78
ORD-00001136,CUST-000321,,2026-07-15,ECOMMERCE,COMPLETED,22.5
ORD-00001137,CUST-000422,STORE-0002,2026-06-22,STORE,COMPLETED,409.66
ORD-00001138,CUST-000291,STORE-0005,2025-07-17,STORE,COMPLETED,563.17
ORD-00001139,CUST-000609,STORE-0011,2025-08-11,STORE,RETURNED,579.7
ORD-00001140,CUST-000123,,2025-03-30,ECOMMERCE,COMPLETED,129.97
ORD-00001141,CUST-000922,,2026-08-03,ECOMMERCE,COMPLETED,178.52
ORD-00001142,CUST-000189,STORE-0005,2025-10-29,STORE,COMPLETED,843.52
ORD-00001143,CUST-000945,STORE-0005,2026-03-14,STORE,COMPLETED,605.81
ORD-00001144,CUST-000264,,2025-06-15,ECOMMERCE,COMPLETED,260.4
ORD-00001145,CUST-000398,STORE-0006,2025-03-03,STORE,COMPLETED,734.33
ORD-00001146,CUST-000072,STORE-0008,2025-07-25,STORE,COMPLETED,172.92
ORD-00001147,CUST-000148,STORE-0009,2026-03-18,STORE,COMPLETED,584.35
ORD-00001148,CUST-000733,,2025-09-23,ECOMMERCE,COMPLETED,79.53
ORD-00001149,CUST-000257,STORE-0008,2025-01-20,STORE,CANCELLED,146.74
ORD-00001150,CUST-000956,STORE-0001,2026-02-04,STORE,COMPLETED,634.55
ORD-00001151,CUST-000589,,2025-01-04,ECOMMERCE,COMPLETED,846.82
ORD-00001152,CUST-000447,STORE-0007,2025-03-13,STORE,COMPLETED,17.93
ORD-00001153,CUST-000838,,2026-05-09,ECOMMERCE,COMPLETED,488.74
ORD-00001154,CUST-000342,,2025-11-07,ECOMMERCE,COMPLETED,574.56
ORD-00001155,CUST-000093,,2026-01-10,ECOMMERCE,COMPLETED,865.42
ORD-00001156,CUST-000471,STORE-0005,2025-07-27,STORE,COMPLETED,49.81
ORD-00001157,CUST-000196,STORE-0005,2026-02-04,STORE,CANCELLED,573.1
ORD-00001158,CUST-000087,STORE-0011,2026-03-25,STORE,COMPLETED,138.85
ORD-00001159,CUST-000738,STORE-0010,2025-09-02,STORE,COMPLETED,70.75
ORD-00001160,CUST-000316,STORE-0008,2026-07-01,STORE,RETURNED,733.42
ORD-00001161,CUST-000017,,2025-02-07,ECOMMERCE,COMPLETED,313.88
ORD-00001162,CUST-000416,,2025-05-02,ECOMMERCE,COMPLETED,593.66
ORD-00001163,CUST-000963,STORE-0011,2026-07-04,STORE,COMPLETED,527.72
ORD-00001164,CUST-000038,,2025-05-25,ECOMMERCE,COMPLETED,31.87
ORD-00001165,CUST-000634,,2025-02-16,ECOMMERCE,COMPLETED,589.18
ORD-00001166,CUST-000648,STORE-0001,2025-11-11,STORE,COMPLETED,101.1
ORD-00001167,CUST-000856,STORE-0010,2025-03-07,STORE,COMPLETED,109.1
ORD-00001168,CUST-000819,STORE-0010,2025-08-14,STORE,COMPLETED,194.34
ORD-00001169,CUST-000856,STORE-0012,2026-02-16,STORE,COMPLETED,878.63
ORD-00001170,CUST-000141,STORE-0006,2025-08-07,STORE,COMPLETED,539.88
ORD-00001171,CUST-000124,STORE-0005,2025-05-25,STORE,COMPLETED,163.73
ORD-00001172,CUST-000169,STORE-0008,2025-09-07,STORE,RETURNED,51.02
ORD-00001173,CUST-000868,STORE-0011,2026-01-21,STORE,COMPLETED,28.83
ORD-00001174,CUST-000007,STORE-0001,2025-07-03,STORE,RETURNED,640.47
ORD-00001175,CUST-000291,STORE-0007,2026-05-03,STORE,COMPLETED,197.45
ORD-00001176,CUST-000536,STORE-0008,2026-02-26,STORE,COMPLETED,169.48
ORD-00001177,CUST-000611,,2025-07-04,ECOMMERCE,COMPLETED,556.66
ORD-00001178,CUST-000847,STORE-0005,2025-12-23,STORE,COMPLETED,508.57
ORD-00001179,CUST-000543,STORE-0002,2026-01-06,STORE,COMPLETED,888.3
ORD-00001180,CUST-000476,STORE-0011,2025-08-02,STORE,COMPLETED,186.44
ORD-00001181,CUST-000702,,2026-05-01,ECOMMERCE,COMPLETED,156.39
ORD-00001182,CUST-000056,,2026-01-08,ECOMMERCE,COMPLETED,399.68
ORD-00001183,CUST-000825,STORE-0008,2025-02-14,STORE,COMPLETED,61.42
ORD-00001184,CUST-000162,STORE-0001,2026-05-12,STORE,COMPLETED,77.71
ORD-00001185,CUST-000456,STORE-0010,2026-08-17,STORE,COMPLETED,190.89
ORD-00001186,CUST-000334,,2025-08-24,ECOMMERCE,COMPLETED,303.63
ORD-00001187,CUST-000756,STORE-0007,2025-07-24,STORE,COMPLETED,210.29
ORD-00001188,CUST-000497,STORE-0001,2026-03-23,STORE,COMPLETED,836.18
ORD-00001189,CUST-000397,STORE-0006,2025-05-20,STORE,COMPLETED,186.83
ORD-00001190,CUST-000277,STORE-0004,2025-12-10,STORE,COMPLETED,627.61
ORD-00001191,CUST-000140,STORE-0002,2026-04-22,STORE,COMPLETED,166.51
ORD-00001192,CUST-000908,STORE-0005,2025-06-10,STORE,COMPLETED,579.63
ORD-00001193,CUST-000175,STORE-0010,2026-07-21,STORE,COMPLETED,91.53
ORD-00001194,CUST-000501,,2025-08-10,ECOMMERCE,COMPLETED,755.74
ORD-00001195,CUST-000748,STORE-0007,2025-09-10,STORE,COMPLETED,399.31
ORD-00001196,CUST-000950,STORE-0010,2025-06-02,STORE,CANCELLED,809.95
ORD-00001197,CUST-000046,STORE-0001,2026-04-27,STORE,COMPLETED,461.23
ORD-00001198,CUST-000404,STORE-0008,2025-04-11,STORE,COMPLETED,227.85
ORD-00001199,CUST-000013,STORE-0012,2026-02-21,STORE,RETURNED,132.45
ORD-00001200,CUST-000664,STORE-0002,2025-01-17,STORE,COMPLETED,284.78
ORD-00001201,CUST-000879,,2026-08-08,ECOMMERCE,COMPLETED,36.61
ORD-00001202,CUST-000791,STORE-0003,2026-02-20,STORE,COMPLETED,786.32
ORD-00001203,CUST-000721,STORE-0011,2025-01-02,STORE,COMPLETED,77.57
ORD-00001204,CUST-000341,,2026-06-28,ECOMMERCE,COMPLETED,391.92
ORD-00001205,CUST-000969,STORE-0010,2026-07-10,STORE,COMPLETED,198.32
ORD-00001206,CUST-000636,,2025-12-10,ECOMMERCE,COMPLETED,63.51
ORD-00001207,CUST-000691,,2026-01-08,ECOMMERCE,CANCELLED,113.21
ORD-00001208,CUST-000634,STORE-0001,2026-01-10,STORE,COMPLETED,588.63
ORD-00001209,CUST-000575,,2025-07-29,ECOMMERCE,COMPLETED,311.41
ORD-00001210,CUST-000665,STORE-0008,2026-08-18,STORE,COMPLETED,637.02
ORD-00001211,CUST-000780,,2025-08-19,ECOMMERCE,COMPLETED,809.67
ORD-00001212,CUST-000434,STORE-0005,2025-02-25,STORE,COMPLETED,320.53
ORD-00001213,CUST-000540,STORE-0002,2026-04-27,STORE,COMPLETED,615.3
ORD-00001214,CUST-000300,STORE-0008,2026-01-12,STORE,COMPLETED,851.65
ORD-00001215,CUST-000964,,2025-03-09,ECOMMERCE,COMPLETED,797.32
ORD-00001216,CUST-000401,STORE-0003,2025-10-23,STORE,RETURNED,83.1
ORD-00001217,CUST-000115,STORE-0012,2025-06-01,STORE,COMPLETED,789.37
ORD-00001218,CUST-000643,STORE-0001,2025-10-28,STORE,COMPLETED,618.93
ORD-00001219,CUST-000486,,2025-12-22,ECOMMERCE,COMPLETED,667.87
ORD-00001220,CUST-000194,STORE-0002,2025-01-23,STORE,COMPLETED,220.61
ORD-00001221,CUST-000661,,2025-12-10,ECOMMERCE,COMPLETED,318.37
ORD-00001222,CUST-000335,STORE-0008,2026-08-31,STORE,COMPLETED,484.2
ORD-00001223,CUST-000469,STORE-0005,2026-08-04,STORE,COMPLETED,713.57
ORD-00001224,CUST-000267,STORE-0004,2026-05-11,STORE,COMPLETED,270.01
ORD-00001225,CUST-000152,,2025-12-28,ECOMMERCE,COMPLETED,861.25
ORD-00001226,CUST-000165,STORE-0012,2026-07-03,STORE,COMPLETED,876.29
ORD-00001227,CUST-000710,,2025-06-07,ECOMMERCE,COMPLETED,118.47
ORD-00001228,CUST-000589,,2025-05-10,ECOMMERCE,COMPLETED,342.16
ORD-00001229,CUST-000725,STORE-0001,2025-11-21,STORE,RETURNED,145.93
ORD-00001230,CUST-000999,STORE-0003,2026-07-01,STORE,COMPLETED,829.58
ORD-00001231,CUST-000512,STORE-0003,2026-04-15,STORE,RETURNED,153.11
ORD-00001232,CUST-000560,,2026-06-04,ECOMMERCE,COMPLETED,639.32
ORD-00001233,CUST-000297,STORE-0010,2025-05-31,STORE,COMPLETED,659.76
ORD-00001234,CUST-000347,,2025-04-26,ECOMMERCE,COMPLETED,811.65
ORD-00001235,CUST-000565,STORE-0002,2025-11-12,STORE,COMPLETED,561.51
ORD-00001236,CUST-000366,STORE-0002,2025-12-01,STORE,COMPLETED,582.56
ORD-00001237,CUST-000228,STORE-0005,2025-07-20,STORE,COMPLETED,491.49
ORD-00001238,CUST-000688,STORE-0002,2026-06-09,STORE,COMPLETED,449.06
